chrom	start	end	aCD14-PBMC-1313.bedgraph_rolled	aCD14-PBMC-1382.bedgraph_rolled	aCD14-PBMC-1389.bedgraph_rolled	bCD19-PBMC-1313.bedgraph_rolled	bCD19-PBMC-1382.bedgraph_rolled	bCD19-PBMC-1389.bedgraph_rolled	cCD4-PBMC-1313.bedgraph_rolled	cCD4-PBMC-1382.bedgraph_rolled	cCD4-PBMC-1389.bedgraph_rolled	dCD8-PBMC-1313.bedgraph_rolled	dCD8-PBMC-1382.bedgraph_rolled	dCD8-PBMC-1389.bedgraph_rolled	eCD56-PBMC-1313.bedgraph_rolled	eCD56-PBMC-1382.bedgraph_rolled	eCD56-PBMC-1389.bedgraph_rolled
chr1	929438	929440	0.778	0.923	1	0.918	0.887	0.924	1	1	1	0.934	1	0.5	1	1	1
chr1	929498	929500	1	0.766	0.91	0.833	0.541	1	0.778	0.667	1	0.931	0.73	0.833	0.75	0.857	0.802
chr1	929507	929509	0.83	0.787	1	0.913	0.636	0.902	1	1	1	0.931	0.904	0.833	0.89	1	1
chr1	929512	929514	0.915	0.846	1	1	1	0.913	1	0.854	0.909	1	0.904	0.667	0.948	0.898	1
chr1	929537	929539	0.911	0.92	0.872	1	1	0.875	1	1	1	1	0.797	0.875	0.88	1	1
chr1	929547	929549	0.637	0.831	0.857	0.645	0.699	0.6	0.835	1	0.798	0.702	0.753	0.889	0.841	0.911	NA
chr1	929556	929558	0	1	0	0	0.83	0	0.33	0.75	0	0.17	0.67	0.25	0.22	0.902	NA
chr1	929594	929596	0.729	0.889	1	0.931	1	0.876	0.833	1	1	0.884	1	0.554	1	1	1
chr1	929619	929621	0.75	0.889	1	0.747	0.875	0.857	1	1	1	0.945	0.714	0.875	0.924	1	1
chr1	929628	929630	1	1	1	1	0.875	0.857	1	1	1	1	1	0.893	0.859	1	1
chr1	929632	929634	1	0.875	1	1	0.875	0.667	1	1	1	1	1	1	1	1	1
chr1	929646	929648	1	0.75	1	0.798	0.663	0.753	0.67	1	1	0.901	1	0.604	0.93	1	0.667
chr1	929692	929694	1	1	0.75	1	1	1	0.67	1	1	1	1	0.818	1	1	1
chr1	929739	929741	1	NA	0.911	1	0.88	1	NA	1	1	0.938	0.714	0.689	1	0.75	0.667
chr1	929744	929746	1	NA	1	1	0.89	1	1	1	1	0.938	0.835	0.736	1	1	1
chr1	929755	929757	1	NA	1	0.891	0.893	1	1	1	1	1	1	0.918	0.911	0.753	0.5
chr1	929772	929774	1	NA	0.926	1	0.801	0.909	1	0.835	1	0.933	0.75	0.83	1	1	0.667
chr1	929837	929839	1	NA	1	1	NA	1	0.5	0.667	1	0.835	0.38	0.287	0.82	NA	0.5
chr1	929872	929874	1	NA	1	1	0.551	1	1	0.402	1	0.762	0.455	0.33	1	NA	1
chr1	929875	929877	1	NA	1	0.714	0.551	1	1	0.602	0.802	0.941	0.546	0.5	1	NA	1
chr1	929899	929901	1	NA	0.75	0.875	0.782	0.67	NA	0.75	1	0.935	0.666	1	1	NA	0.667
chr1	929905	929907	0.5	NA	1	0.875	0.551	0.753	NA	0.5	1	0.875	0.666	0.83	1	NA	1
chr1	929912	929914	1	NA	1	1	0.621	0.802	NA	0.5	1	0.859	0.75	0.5	1	NA	NA
chr1	929961	929963	1	NA	1	1	0.889	1	NA	0.667	1	0.845	1	1	1	NA	0.5
chr1	930013	930015	1	0.5	1	1	0.667	1	NA	0.6	0.8	0.701	0.835	0.667	1	1	1
chr1	930026	930028	1	1	1	1	0.333	1	NA	0.497	0.571	0.904	0.5	NA	1	1	NA
chr1	930038	930040	1	1	1	1	0.5	0.8	NA	1	1	0.91	0.802	NA	1	1	NA
chr1	930057	930059	1	1	1	1	0.67	0.833	1	1	1	1	0.598	NA	1	1	NA
chr1	930069	930071	0.714	0.5	1	0.857	0.75	0.833	NA	1	0.573	0.913	0.75	NA	1	1	NA
chr1	930074	930076	1	1	0.667	0.876	0.75	0.667	NA	1	1	1	1	NA	0.75	0.75	NA
chr1	930157	930159	1	0.667	NA	0.714	0.5	1	1	0.667	0.833	0.891	1	0.286	1	0.75	NA
chr1	930163	930165	0.5	0.667	NA	1	0.333	1	1	1	1	0.902	0.67	1	1	1	NA
chr1	930186	930188	1	1	1	0.751	1	1	1	NA	0.83	0.911	1	0.798	1	1	NA
chr1	930198	930200	1	1	1	1	0.667	1	1	1	0.83	0.938	1	0.909	1	1	NA
chr1	930202	930204	1	1	1	1	0.714	0.887	1	NA	1	1	1	1	1	0.833	NA
chr1	930220	930222	1	1	1	1	1	1	0.875	1	1	0.948	1	1	1	1	NA
chr1	930243	930245	1	1	0.75	0.875	0.901	1	0.859	1	0.887	1	0.833	1	1	1	NA
chr1	930255	930257	1	1	1	0.89	0.901	0.891	1	NA	1	1	1	0.831	1	1	0
chr1	930258	930260	1	1	0.889	1	0.803	0.891	0.75	0.333	0.889	1	0.8	0.797	1	0.909	NA
chr1	930280	930282	0.889	1	0.9	1	0.909	1	1	0.802	1	1	0.818	0.915	1	1	1
chr1	930283	930285	0.898	1	1	0.9	0.909	0.917	0.889	0.667	1	0.843	0.9	0.665	1	0.907	1
chr1	930311	930313	1	1	1	0.938	0.909	1	1	1	1	0.886	1	0.934	1	0.907	1
chr1	930319	930321	0.849	1	0.918	1	0.837	0.904	1	0.833	1	0.965	1	0.882	1	0.846	1
chr1	930352	930354	1	1	1	1	0.817	1	0.716	0.667	1	1	1	0.848	1	1	1
chr1	930364	930366	1	1	0.913	1	1	1	1	0.713	1	1	1	0.833	0.907	1	1
chr1	930426	930428	0.915	1	0.891	1	0.878	1	0.859	0.875	0.875	0.953	0.898	0.938	0.958	1	1
chr1	930479	930481	0.824	NA	0.889	0.907	0.8	1	1	0.5	0.5	0.705	0.667	0.831	0.793	1	1
chr1	930518	930520	0.923	1	1	0.82	0.692	0.9	0.75	0.667	0.75	0.731	0.247	0.747	0.914	1	1
chr1	930541	930543	0.798	1	1	0.859	0.811	1	0.75	1	0.665	0.903	1	0.803	0.955	1	1
chr1	930544	930546	0.815	1	1	1	1	1	0.667	1	1	0.965	0.667	0.635	1	1	0.89
chr1	930605	930607	0.833	1	0.833	1	1	1	0.802	1	1	1	1	0.889	0.935	0.497	1
chr1	930608	930610	1	1	1	1	1	1	1	1	1	0.917	0.889	1	1	1	0.872
chr1	930630	930632	1	1	1	1	1	1	1	1	1	0.957	0.875	0.667	1	1	1
chr1	930685	930687	0.714	0.2	1	0.725	0.446	0.667	0.286	0.5	0.25	0.456	0.222	0.284	1	1	0.625
chr1	930711	930713	0.716	1	0.497	0.725	0.887	1	0.573	0.33	0.75	0.652	0.553	0.571	0.778	1	1
chr1	930724	930726	1	NA	1	1	0.898	1	0.835	1	0.75	0.889	1	0.9	0.907	1	1
chr1	930754	930756	0.82	1	0.833	0.833	0.926	1	1	1	1	0.848	0.778	0.9	1	1	1
chr1	930783	930785	1	0.75	1	0.889	0.83	1	1	1	1	0.892	0.911	0.778	0.889	1	1
chr1	930803	930805	1	0.8	1	0.9	1	1	0.5	1	1	0.947	0.802	0.872	1	1	NA
chr1	930904	930906	0.92	1	1	0.6	0.835	1	1	0.857	0.835	0.907	1	0.751	1	1	NA
chr1	930910	930912	1	0.333	1	0.6	1	1	1	1	0.835	0.795	1	0.67	1	0.922	NA
chr1	930937	930939	0.75	NA	0.2	NA	0	0	0.67	0.4	0	0.11	0.33	0	0.25	0	NA
chr1	930950	930952	1	NA	0.875	1	1	1	1	1	1	0.765	0.667	1	0.935	0.909	NA
chr1	930963	930965	1	1	1	1	1	0.875	1	1	1	1	1	0.833	1	1	0.5
chr1	930967	930969	1	1	1	1	1	0.287	1	0.833	1	0.649	0.875	0.833	0.939	0.915	1
chr1	931056	931058	1	1	0.667	1	0.167	1	1	0.667	0.402	0.602	0.429	0.43	1	0.714	0.857
chr1	931072	931074	0.859	1	1	1	0.5	1	0.835	NA	1	1	0.5	1	1	1	1
chr1	931079	931081	1	0.802	1	1	0.667	1	1	NA	0.667	1	0.4	0.875	1	0.25	0.716
chr1	931097	931099	1	1	1	0.8	0.497	0.753	1	NA	0.402	0.889	0.5	0.626	1	0.333	0.887
chr1	931106	931108	1	1	1	1	0.497	1	1	NA	0.598	0.876	0.75	1	0.854	0.333	0.887
chr1	931123	931125	0.857	1	1	1	1	1	1	NA	0.667	0.778	0.5	0.833	1	0	0.887
chr1	931155	931157	1	0.667	NA	0.83	1	1	0.667	NA	0.8	1	1	NA	1	1	1
chr1	931176	931178	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	0.857
chr1	931187	931189	0.714	0.667	0.598	0.8	1	1	0.753	0.802	1	1	1	0.833	0.877	1	0.859
chr1	931259	931261	1	1	0.4	0.725	0.254	0.907	0.6	0.75	1	0.826	0.427	0.333	1	0.86	1
chr1	931325	931327	0.92	1	0.833	0.875	1	0.859	0.714	0.802	1	0.775	0.702	0.911	0.665	1	0.833
chr1	931358	931360	0.75	1	1	0.911	0.747	0.857	0.665	0.8	0.887	0.864	0.636	0.887	0.859	NA	1
chr1	931519	931521	0.772	1	0.876	0.936	0.5	1	0.667	0.402	0.7	0.629	0.333	0.497	0.571	0.75	0.626
chr1	931556	931558	0.92	NA	1	0.925	0	1	0.5	0.598	0.67	0.75	0.14	0.8	1	NA	1
chr1	931569	931571	0.923	1	0.876	0.871	0.667	0.725	0.67	1	0.777	0.897	0.366	1	0.889	1	0.889
chr1	931639	931641	1	1	1	1	0.875	0.846	0.571	1	0.857	0.895	1	1	0.86	0.833	0.875
chr1	931650	931652	0.797	1	1	1	0.889	0.924	0.625	1	0.857	1	0.913	0.859	0.915	1	0.875
chr1	931660	931662	1	1	1	1	1	0.797	1	1	1	0.95	1	1	0.917	1	0.778
chr1	931764	931766	0.429	0.333	0.444	0.8	0.198	0.71	0.667	0.5	NA	0.5	0.455	0.5	0.588	0.497	0.165
chr1	931816	931818	0.545	0	0.289	0.714	0.25	0.461	0.626	0.247	0.33	0.6	0.374	0.128	0.296	0.286	0.167
chr1	931846	931848	0.618	0.667	0	0.667	0	0.059	0.143	0.2	0	0.374	0.625	0	0.501	0	0.25
chr1	931870	931872	0.75	0	0.17	0.6	0.571	0.501	0.33	0.714	0.5	0.715	0.429	0.109	0.602	0.125	0.444
chr1	931966	931968	0.4	0.283	0.5	0.387	0.141	0	0.5	0.429	0.624	0.336	0.222	0.082	0.174	0.165	0
chr1	932001	932003	0.091	0	0.249	0.396	0	0	0.5	0.113	0.374	0.275	0.125	0	0.209	0	0
chr1	932022	932024	0.25	0.143	0.249	0.538	0	0.182	0.402	0.25	0.5	0.417	0	0.083	0.278	0.143	0
chr1	932037	932039	0.876	0.667	0.6	0.715	0.109	0.273	0.67	0.857	0.747	0.425	0.497	0.417	0.451	0.25	0.286
chr1	932087	932089	0.803	0.503	0.726	0.608	0.203	0.57	0.333	0.499	0.667	0.648	0.715	0.417	0.61	0.716	0.286
chr1	932231	932233	0.875	0.75	0.5	0.8	0.716	1	1	0.501	0.835	0.8	0.666	0.3	0.865	0.602	0.714
chr1	932254	932256	0.929	0	1	1	0	1	1	0.6	0.802	0.942	0.5	1	0.933	NA	0.8
chr1	932256	932258	0.929	1	0.769	1	0.857	1	0.5	0.857	1	0.948	1	1	0.825	1	0.8
chr1	932265	932267	0.769	0.667	0.93	0.667	0.375	1	0.5	0.557	1	0.85	0.667	1	0.811	0.5	NA
chr1	932271	932273	0.867	1	1	1	0.859	1	0.5	1	1	0.9	1	0.889	0.8	1	1
chr1	932282	932284	0.732	0.286	0.909	1	0.375	1	0.5	0.714	1	0.875	0.284	0.638	0.75	NA	0.75
chr1	932311	932313	1	0.8	0.889	0.889	0.833	0.4	NA	1	0.75	0.929	0.875	1	0.818	NA	1
chr1	932325	932327	1	0.8	0.898	0.889	0.501	1	NA	1	1	0.855	0.573	1	1	1	0.835
chr1	932336	932338	0.9	0.8	1	1	1	1	NA	1	1	0.93	0.857	1	1	1	1
chr1	932343	932345	0.909	1	1	1	0.876	1	NA	1	1	1	0.835	1	0.872	0.667	0.835
chr1	932355	932357	1	0.75	1	1	1	0.667	NA	0.889	1	1	0.67	1	1	1	1
chr1	932406	932408	0.816	0.75	0.924	0.8	0.667	1	1	0.857	1	0.924	0.5	1	0.857	1	0.67
chr1	932451	932453	1	1	0.902	0.833	1	1	1	1	0.835	0.858	1	1	0.766	1	1
chr1	932459	932461	0.91	0.67	1	1	1	0.833	0.667	1	0.8	1	0.714	0.911	0.927	0.5	1
chr1	932475	932477	0.918	1	0.83	1	0.8	0.893	1	1	1	0.908	0.857	1	1	NA	1
chr1	932489	932491	1	0.67	1	1	0.6	1	0.835	1	1	1	1	0.867	1	NA	1
chr1	932510	932512	1	1	1	1	1	0.877	0.835	0.75	1	0.846	0.778	0.802	1	1	1
chr1	932532	932534	1	1	1	0.875	1	1	0.835	0.875	0.753	0.934	0.889	1	0.876	1	1
chr1	932557	932559	1	0.753	1	0.889	1	0.845	0.67	0.774	0.667	0.96	1	1	1	1	1
chr1	932566	932568	0.948	1	1	1	1	0.856	1	1	1	0.961	0.802	1	1	0.667	1
chr1	932590	932592	0.95	0.75	1	0.935	1	0.764	1	0.5	1	0.922	0.917	0.778	0.885	0.802	1
chr1	932705	932707	1	0.5	1	0.941	0.538	0.726	1	0.333	0.75	1	1	0.75	0.948	1	0.75
chr1	932731	932733	0.938	1	0.857	0.941	0.917	0.714	0.75	0.4	1	0.926	0.499	0.6	1	1	0.667
chr1	932752	932754	0.944	1	1	0.938	0.643	0.713	0.835	0.283	1	0.777	0.5	0.167	0.932	0.67	0.667
chr1	932800	932802	0.753	1	0.833	1	1	1	1	1	0.901	0.876	1	0.9	0.936	1	NA
chr1	932813	932815	1	1	1	0.833	0.872	0.8	0.835	0.774	0.818	0.816	0.854	0.454	0.935	1	0.333
chr1	932836	932838	0.729	1	1	1	1	0.833	0.75	0.746	0.551	0.752	1	0.601	0.846	0.667	0.497
chr1	932855	932857	1	1	1	0.875	0.8	1	0	1	0.89	0.765	1	1	1	1	0.753
chr1	932873	932875	1	1	1	1	0.8	1	1	1	0.603	0.798	0.75	1	0.891	0.333	0.753
chr1	932935	932937	0.716	1	1	0.909	0.802	1	1	1	0.283	0.751	0.4	0.503	1	1	0.833
chr1	932956	932958	1	0	1	0.931	1	0.9	0.667	1	0.444	1	1	1	1	1	1
chr1	932962	932964	1	1	1	0.927	1	0.798	1	1	0.571	0.824	0.497	1	1	0.753	1
chr1	932975	932977	0.857	0.75	0.802	0.749	0.602	0.443	1	0.6	1	0.722	0.67	1	1	0.497	1
chr1	933035	933037	1	0.33	1	0.902	0.6	1	0.667	1	NA	1	0.67	1	1	1	0.802
chr1	933094	933096	1	1	1	0.924	0.702	0.7	1	1	NA	1	0.714	1	0.751	1	1
chr1	933124	933126	1	1	1	1	1	1	1	1	1	1	0.857	0.778	1	0.5	0.857
chr1	933135	933137	1	1	1	1	0.75	0.917	0.857	1	1	1	0.857	0.875	0.859	0.667	0.876
chr1	933166	933168	1	0.75	1	1	0.875	0.835	0.716	0.67	1	0.771	0.626	0.75	1	1	1
chr1	933177	933179	1	1	0.875	1	1	0.917	0.889	1	1	1	1	1	1	1	1
chr1	933189	933191	0.917	0.75	1	0.915	0.875	1	0.889	0.717	0.833	1	0.713	1	0.933	0.753	0.8
chr1	933194	933196	0.907	1	0.898	0.915	0.497	0.819	0.798	0.5	0.556	0.569	0.573	0.375	0.715	0.753	0.802
chr1	933220	933222	0.889	0.25	1	1	0.802	0.835	0.9	0.667	1	0.772	0.857	0.857	0.857	0.802	1
chr1	933229	933231	1	0.5	1	1	0.667	0.923	1	0.571	0.729	0.864	1	1	0.929	0.802	0.8
chr1	933302	933304	1	1	0.889	1	0.859	0.92	0.875	1	1	1	1	0.876	1	1	1
chr1	933322	933324	1	1	0.875	1	0.859	1	1	1	1	1	0.802	1	1	0.872	1
chr1	933361	933363	1	0.67	1	1	0.802	1	0.598	1	0.849	1	0.667	0.75	0.803	0.91	1
chr1	933459	933461	0.77	1	0.774	0.857	1	0.726	1	0.75	0.802	1	0.667	1	0.909	0.71	0.857
chr1	933468	933470	0.498	0.33	0.625	1	0.667	0.667	0.67	1	0.247	0.497	1	0.859	0.704	0.75	0.714
chr1	933530	933532	0.427	1	0.571	0.8	1	0.462	0.667	0.5	0.2	0.67	0	0	0.5	0.497	1
chr1	933650	933652	0.75	0.33	0.857	0.25	0.711	0.557	0.667	0.602	0.802	0.613	0.753	0.765	0.598	0.634	1
chr1	933652	933654	0.75	0.83	0.857	1	0.83	0.898	0.667	0.802	0.802	0.93	0.753	0.848	0.785	1	1
chr1	933655	933657	0.57	0.83	0.857	1	0.854	0.667	1	0.602	0.835	0.692	1	0.915	0.785	0.78	0.5
chr1	933683	933685	0.833	1	0.8	0.75	0.83	0.833	1	0.667	0.835	0.811	0.5	0.749	1	0.833	1
chr1	933689	933691	1	1	0.6	0	0.711	0.667	0	0.333	0.835	0.857	0.5	0.713	0.857	0.913	NA
chr1	933769	933771	0.25	0	0	0.25	0	0	NA	0	0.143	0.182	NA	0	0.5	0.2	NA
chr1	933789	933791	0.5	1	0.5	0.67	0	0	NA	0	0.2	0.596	NA	0.429	0.803	0.429	1
chr1	933847	933849	0	1	0.667	0.333	0.333	1	0.5	NA	0.8	0.468	0.667	0.5	0.876	0.713	0.598
chr1	933908	933910	0.5	NA	0.499	0.429	0.4	0.667	0.503	0	NA	0.706	1	0.835	0.8	0.4	0.7
chr1	933922	933924	0.667	1	0.22	0.714	0.33	0.667	0.2	NA	NA	0.413	NA	0.598	0.602	0.33	0.429
chr1	933952	933954	0.667	0.497	0.571	1	0.667	0.667	0.598	0.67	NA	0.753	NA	0.818	0.5	0.5	0.75
chr1	933965	933967	0.333	0.333	0.5	0.429	0.667	0.5	0	NA	NA	0.71	NA	0.628	0.67	0.286	0.333
chr1	933987	933989	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	0	0	0	0
chr1	933993	933995	0.333	1	0.753	0.667	NA	NA	0	NA	NA	0.3	NA	0.33	1	0.667	0.753
chr1	934015	934017	1	1	0.4	0.167	NA	NA	NA	NA	NA	0.502	NA	0.665	0.5	0.75	0.333
chr1	934021	934023	1	0.753	1	0.8	NA	NA	NA	NA	NA	0.875	NA	0.8	0.5	1	1
chr1	934043	934045	NA	0.5	NA	NA	NA	NA	NA	1	NA	1	NA	0.398	NA	1	0.5
chr1	934049	934051	NA	0.5	NA	NA	NA	NA	NA	0.5	NA	1	NA	0.398	NA	0.75	0.5
chr1	934071	934073	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.33	NA	0	1
chr1	934077	934079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5
chr1	934846	934848	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	934855	934857	NA	NA	0.667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	934861	934863	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	934883	934885	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
chr1	934889	934891	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
chr1	934902	934904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA	NA	0
chr1	934911	934913	0.5	NA	1	NA	NA	NA	NA	NA	NA	0.5	NA	1	NA	NA	0
chr1	934917	934919	0	NA	1	NA	NA	NA	NA	NA	NA	0.5	NA	1	0.5	NA	0
chr1	934930	934932	0.5	NA	0.571	NA	NA	NA	NA	0.5	NA	0.33	NA	1	0.5	NA	0.5
chr1	934939	934941	0.5	NA	0.714	NA	NA	1	NA	0.5	NA	0.67	NA	0.67	1	NA	0
chr1	934945	934947	0.5	NA	0.557	NA	NA	1	NA	0.5	NA	0.5	NA	1	0.75	NA	0
chr1	934958	934960	0.25	NA	0.663	NA	NA	0.667	NA	0.5	NA	0.667	0.5	0.753	0.8	NA	0.5
chr1	934962	934964	0.25	NA	0.78	0.333	NA	0.667	NA	0.5	NA	0.667	NA	1	0.602	NA	0.5
chr1	934993	934995	0.5	NA	0.571	0.802	NA	0.667	NA	0.33	0.5	0.374	0	1	0.859	NA	0
chr1	935038	935040	0.4	NA	0.854	0.33	0	0.667	NA	0.402	1	0.702	0.143	0.857	1	NA	0
chr1	935044	935046	0.14	NA	0.283	0.143	0	1	NA	0.402	1	0.716	0	0.714	0.833	NA	0.333
chr1	935062	935064	0.4	NA	0.833	0.713	0.165	1	NA	0.4	0.667	0.75	0.251	0.667	0.875	NA	0.833
chr1	935078	935080	0.2	NA	0.5	0.375	0	1	0.333	0.4	0.667	0.848	0.402	0.573	0.634	NA	0.667
chr1	935185	935187	0.199	0	0.502	0.459	0.212	0.75	0.497	0.247	0.889	0.728	0.335	0.5	0.464	0.247	0.402
chr1	935192	935194	0.285	0	0.556	0.538	0.333	0.667	0.4	0.333	0.456	0.663	0	0	0.443	0.247	0.402
chr1	935203	935205	0.215	0	0.667	0.666	0.13	0.778	0.4	0.247	0.547	0.749	0.113	0.5	0.468	0	0.5
chr1	935218	935220	0.199	0	0.398	0.666	0.136	0.586	0.33	0.247	0.638	0.596	0.143	0.33	0.443	0.247	0.5
chr1	935238	935240	0.154	0	0.702	0.502	0.071	0.831	0.427	0.398	0.4	0.749	0.203	1	0.472	0.333	0.402
chr1	935247	935249	0.29	0	0.602	0.666	0.06	0.336	0.624	0.33	0.6	0.729	0.113	0.2	0.388	0.333	0.402
chr1	935256	935258	0.334	1	0.602	0.58	0.264	0.586	0.778	0.284	0.5	0.67	0.249	0.429	0.471	0.333	0.602
chr1	935262	935264	0.125	0.5	0.398	0.547	0.267	0.667	0.333	0.141	0.667	0.618	0.141	0.143	0.388	0.333	0.602
chr1	935270	935272	0.25	0	0.5	0.581	0.235	0.419	0.501	0.427	0.455	0.741	0.427	0.571	0.471	0.333	0.503
chr1	935277	935279	0.565	0.5	0.818	0.835	0.374	0.815	0.501	0.427	0.898	0.716	0.5	0.714	0.667	0.333	0.8
chr1	935279	935281	0.435	0	0.728	0.747	0.499	0.545	0.501	0.427	0.698	0.666	0.5	0.714	0.533	0.333	0.402
chr1	935322	935324	0.388	NA	0.6	0.612	0.235	0.543	0.753	0.333	0.25	0.699	0	0.284	0.497	0.198	0.57
chr1	935335	935337	0.42	NA	0.602	0.786	0.25	0.635	0.747	0.4	0.584	0.735	0.165	0.249	0.413	0.402	0.713
chr1	935410	935412	0.585	NA	1	0.456	0.667	0.833	0.5	0.503	0.41	0.694	0.333	0.75	0.501	0.247	1
chr1	935421	935423	0.25	0.5	0.33	0.222	0.247	0.615	0.5	0.4	0.588	0.653	0.167	0.667	0.385	0.5	1
chr1	935425	935427	0.541	0	1	0.667	0.497	0.926	0.75	0.25	0.75	0.716	0.5	0.5	0.613	0.602	1
chr1	935429	935431	0.228	0	0.67	0.249	0	0.538	0.75	0.247	0.732	0.763	0.5	0.717	0.455	0	1
chr1	935441	935443	0.202	0	0	0.167	0	0.334	0.5	0	0.462	0.65	0.286	0.4	0.298	0	NA
chr1	935491	935493	0.396	1	0.67	0.714	0.75	0.815	1	0.247	0.769	0.423	0.2	0.857	0.359	0.25	1
chr1	935505	935507	0	0	0.497	0.33	0.75	0.754	0.5	0	0.616	0.277	0.198	0.857	0.123	0.284	0.333
chr1	935542	935544	0.382	0.167	0.333	0.547	0	0.686	0.33	1	0.431	0.357	0.25	0.835	0.419	0.497	0.5
chr1	935577	935579	0.867	0	1	0.666	0	0.882	0.753	0.714	0.643	0.417	0.384	1	0.602	0.29	0
chr1	935587	935589	0.329	0.598	0.7	0.472	0	0.497	0.602	0.753	0.465	0.379	0.199	0.444	0.462	0.5	0.5
chr1	935596	935598	0.707	0.398	0.917	0.615	0	0.88	1	1	0.802	0.389	0.284	0.889	0.528	0.38	1
chr1	935616	935618	0.399	0.33	1	0.5	0.497	0.724	0.333	0.333	0.443	0.43	0.129	0.5	0.503	0.43	0.621
chr1	935621	935623	0.57	0	0.831	0.667	0.497	0.564	0	0.143	0.498	0.422	0.064	0.4	0.2	0.29	0.499
chr1	935633	935635	0.496	0.165	0.926	0.45	0.247	0.709	0.5	0.289	0.635	0.378	0.189	0.83	0.388	0.553	0.752
chr1	935638	935640	0.57	0	0.935	0.633	0.247	0.69	0.5	0.833	0.699	0.521	0.278	0.453	0.354	0.098	0.875
chr1	935652	935654	0.217	0	0.71	0.412	0.247	0.249	0.5	0.333	0.447	0.336	0.175	0.731	0.267	0.203	0.499
chr1	935676	935678	0.646	0.753	0.94	0.868	0.198	0.689	1	0.833	0.399	0.659	0.375	0.814	0.667	0.333	0.621
chr1	935727	935729	0.199	0.667	0.586	0.496	0.25	0.4	0.33	0.333	0.443	0.75	0.307	0.558	0.409	0.167	0.6
chr1	935739	935741	0.078	0.5	0.466	0.201	0.333	0.4	0.33	0.167	0.574	0.565	0.451	0.215	0.284	0.167	0
chr1	935755	935757	0.186	1	0.726	0.337	0.25	0.69	0.33	0	0.602	0.54	0.196	0.575	0.472	0.167	0
chr1	935761	935763	0.124	NA	0.722	0.141	0	0.844	0.75	0.628	0.667	0.5	0.3	0.733	0.472	0.167	0.333
chr1	935777	935779	0.424	1	0.715	0.774	0.25	0.907	0.4	0.857	0.668	0.52	0.334	0.536	0.472	0.167	1
chr1	935804	935806	0.174	0.5	0.752	0.75	0	1	0.25	0	0.638	0.647	0.6	0.616	0.574	0.167	0.333
chr1	935811	935813	0.174	0	0.777	1	0	0.33	0.25	0.5	0.725	0.714	0.667	0.786	0.772	0.167	0.667
chr1	935817	935819	0.378	1	0.898	0.714	0.33	1	0.25	0.75	1	0.643	0.667	0.786	0.574	0.167	1
chr1	935825	935827	0.156	0.5	0.628	0.5	0	0.429	0.497	0.25	0.913	0.533	0.571	0.497	0.332	0.167	0.5
chr1	935834	935836	0.352	0	1	0.5	0.141	0.875	0.247	0.333	0.75	0.634	0.4	0.8	0.538	0.167	0.5
chr1	935847	935849	0.169	NA	0.667	0.625	0.141	0.875	0.4	0.333	0.797	0.541	0.4	0.664	0.302	0	0.5
chr1	935886	935888	0.333	0.5	0.703	0.696	0	0.556	0.753	0	0.753	0.877	0.667	0.67	0.618	NA	1
chr1	935891	935893	0.186	1	0.893	0.696	0.198	0.444	0.503	0	0.625	0.596	0.333	0.3	0.571	NA	0.5
chr1	935894	935896	0.2	NA	0.604	0.8	0	0.667	1	0	0.571	0.628	0.333	0.624	0.618	NA	0.5
chr1	935921	935923	0.083	NA	0.67	0.62	0.25	0.549	0.67	0.5	0.426	0.833	0.25	0.22	0.847	NA	NA
chr1	935927	935929	0.083	NA	0.6	0.62	0	0.297	0.753	0	0.33	0.83	0.333	0	0.667	NA	NA
chr1	935948	935950	0.107	NA	0.616	0.71	0.198	0.283	0.753	NA	0.4	0.83	0.333	0.111	0.569	NA	NA
chr1	935954	935956	0	0	0.498	0.67	0.25	0	0.753	NA	0	0.67	0.333	0.298	0.64	NA	NA
chr1	936007	936009	0.085	0.333	0.778	0.5	0	0.3	NA	0	0.25	0.461	NA	0.57	0.549	NA	1
chr1	936060	936062	0.4	1	0.6	0.5	0.143	0.778	NA	0.33	1	0.531	0.503	0.624	0.538	0	1
chr1	936082	936084	0.501	0.333	1	0.802	0.286	0.887	NA	1	1	0.833	0.8	0.626	0.574	0	NA
chr1	936091	936093	0.365	0.333	1	0.802	0.167	0.625	NA	0.802	1	0.651	0.602	0.857	0.535	0.598	NA
chr1	936103	936105	0.308	0.333	0.501	0.714	0	0.702	NA	0.165	1	0.517	0.624	0.4	0.467	0.198	0.5
chr1	936126	936128	0.141	0.333	0.835	0.753	0.33	0.727	0.667	0.573	0.75	0.54	0.667	0.714	0.388	0.165	1
