File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF078WNM	bigWig	bigWig		minus strand methylation state at CpG	GRCh38	ENCSR839GNN	WGBS	/human-donors/ENCDO793LXB/	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF981JVN/, /files/ENCFF792NJK/	1590433926	ENCODE Processing Pipeline	9671c6a71d54f7f7309656aa1a003196		https://www.encodeproject.org/files/ENCFF078WNM/@@download/ENCFF078WNM.bigWig				released	s3://encode-public/2021/03/01/621bce72-2f1b-4c4f-891b-2de83d1ad1f0/ENCFF078WNM.bigWig	ENCODE4 v1.1.5 GRCh38	released	low coverage		
ENCFF224RNT	bigWig	bigWig		minus strand methylation state at CpG	GRCh38	ENCSR517MZU	WGBS	/human-donors/ENCDO451RUA/	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF188MAK/, /files/ENCFF792NJK/	1721997006	ENCODE Processing Pipeline	fb3954fd26cff3f01ae8549616b4f3ae		https://www.encodeproject.org/files/ENCFF224RNT/@@download/ENCFF224RNT.bigWig				released	s3://encode-public/2021/03/01/ceeb4bd0-6818-46b4-b4f1-78207ea242a7/ENCFF224RNT.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF342IMN	bigWig	bigWig		plus strand methylation state at CpG	GRCh38	ENCSR517MZU	WGBS	/human-donors/ENCDO451RUA/	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF188MAK/, /files/ENCFF792NJK/	1689963859	ENCODE Processing Pipeline	ed954052dbf0a1946a0079c6776d1220		https://www.encodeproject.org/files/ENCFF342IMN/@@download/ENCFF342IMN.bigWig				released	s3://encode-public/2021/03/01/437856b8-2337-4a1e-ae4a-ea6bed8065c3/ENCFF342IMN.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF448JRP	bed bed9+	bed	bed9+	methylation state at CpG	GRCh38	ENCSR517MZU	WGBS	/human-donors/ENCDO451RUA/	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF188MAK/, /files/ENCFF792NJK/	531982297	ENCODE Processing Pipeline	1675bc54d206c0197e389848669b81e4		https://www.encodeproject.org/files/ENCFF448JRP/@@download/ENCFF448JRP.bed.gz				released	s3://encode-public/2021/03/01/2c3ceb18-bbe6-4907-9ddf-695730cc9c43/ENCFF448JRP.bed.gz	ENCODE4 v1.1.5 GRCh38	released			
ENCFF445FHM	bigBed bed9+	bigBed	bed9+	methylation state at CpG	GRCh38	ENCSR517MZU	WGBS	/human-donors/ENCDO451RUA/	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF448JRP/, /files/ENCFF792NJK/	1061731962	ENCODE Processing Pipeline	4b5621b103e2758ae94d2f3d666d295a		https://www.encodeproject.org/files/ENCFF445FHM/@@download/ENCFF445FHM.bigBed				released	s3://encode-public/2021/03/01/28ebaa44-25c7-4e17-81a5-9bb15aeccaf0/ENCFF445FHM.bigBed	ENCODE4 v1.1.5 GRCh38	released			
ENCFF091EGT	bigWig	bigWig		minus strand methylation state at CpG	GRCh38	ENCSR307KDA	WGBS	/human-donors/ENCDO271OUW/	UBERON:0002084	heart left ventricle	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF834YSP/, /files/ENCFF792NJK/	2164908612	ENCODE Processing Pipeline	ae75ce09e3af00a628043ea185b1f783		https://www.encodeproject.org/files/ENCFF091EGT/@@download/ENCFF091EGT.bigWig				released	s3://encode-public/2021/03/01/e9330bd0-caaf-4a6b-a0d7-b0b1dbaf207f/ENCFF091EGT.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF844STA	bigWig	bigWig		plus strand methylation state at CpG	GRCh38	ENCSR307KDA	WGBS	/human-donors/ENCDO271OUW/	UBERON:0002084	heart left ventricle	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF834YSP/, /files/ENCFF792NJK/	2145108817	ENCODE Processing Pipeline	34b312d85377e71c2a8905c52937e5a6		https://www.encodeproject.org/files/ENCFF844STA/@@download/ENCFF844STA.bigWig				released	s3://encode-public/2021/03/01/e2360aa0-f260-4ba6-b69c-2280d9285101/ENCFF844STA.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF513ROZ	bed bed9+	bed	bed9+	methylation state at CpG	GRCh38	ENCSR307KDA	WGBS	/human-donors/ENCDO271OUW/	UBERON:0002084	heart left ventricle	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF834YSP/, /files/ENCFF792NJK/	707805981	ENCODE Processing Pipeline	505fb2dc2c0b89381f5ca9961c342c8f		https://www.encodeproject.org/files/ENCFF513ROZ/@@download/ENCFF513ROZ.bed.gz				released	s3://encode-public/2021/03/01/8c5b496c-9de5-4913-a3e6-b05e2079fd6e/ENCFF513ROZ.bed.gz	ENCODE4 v1.1.5 GRCh38	released			
ENCFF571OZJ	bigBed bed9+	bigBed	bed9+	methylation state at CpG	GRCh38	ENCSR307KDA	WGBS	/human-donors/ENCDO271OUW/	UBERON:0002084	heart left ventricle	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF513ROZ/, /files/ENCFF792NJK/	1263615635	ENCODE Processing Pipeline	40c96589a8042d63f06db1654491a8d2		https://www.encodeproject.org/files/ENCFF571OZJ/@@download/ENCFF571OZJ.bigBed				released	s3://encode-public/2021/03/01/43a91986-21b2-4ddb-a3ee-3ad38a366a9e/ENCFF571OZJ.bigBed	ENCODE4 v1.1.5 GRCh38	released			
ENCFF852CXK	bigWig	bigWig		plus strand methylation state at CpG	GRCh38	ENCSR515MHO	WGBS	/human-donors/ENCDO793LXB/	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF980QLU/, /files/ENCFF792NJK/	1798076342	ENCODE Processing Pipeline	d98ebdca23a3d210c9ee3b76c46209af		https://www.encodeproject.org/files/ENCFF852CXK/@@download/ENCFF852CXK.bigWig				released	s3://encode-public/2021/03/01/b4d4a52c-2c03-4807-838e-79d159dbde50/ENCFF852CXK.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF485QBE	bigBed bed9+	bigBed	bed9+	methylation state at CpG	GRCh38	ENCSR515MHO	WGBS	/human-donors/ENCDO793LXB/	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF792NJK/, /files/ENCFF988BSW/	1122692465	ENCODE Processing Pipeline	08e1be9ac929b4e11b09b057dba601ec		https://www.encodeproject.org/files/ENCFF485QBE/@@download/ENCFF485QBE.bigBed				released	s3://encode-public/2021/03/01/4fb11658-3733-4a32-b15e-5ff4bf448701/ENCFF485QBE.bigBed	ENCODE4 v1.1.5 GRCh38	released			
ENCFF988BSW	bed bed9+	bed	bed9+	methylation state at CpG	GRCh38	ENCSR515MHO	WGBS	/human-donors/ENCDO793LXB/	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF980QLU/, /files/ENCFF792NJK/	582984996	ENCODE Processing Pipeline	3a3ef2dd6ed7c28011fdd3e1300bc45a		https://www.encodeproject.org/files/ENCFF988BSW/@@download/ENCFF988BSW.bed.gz				released	s3://encode-public/2021/03/01/f1926b1f-689a-4ef7-abab-96529baf05fe/ENCFF988BSW.bed.gz	ENCODE4 v1.1.5 GRCh38	released			
ENCFF872YFM	bigWig	bigWig		minus strand methylation state at CpG	GRCh38	ENCSR515MHO	WGBS	/human-donors/ENCDO793LXB/	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF980QLU/, /files/ENCFF792NJK/	1827107505	ENCODE Processing Pipeline	6ffa0ece9f346ea4e11b17657b9bfe5b		https://www.encodeproject.org/files/ENCFF872YFM/@@download/ENCFF872YFM.bigWig				released	s3://encode-public/2021/03/01/b339e4ec-ba74-4c36-8a21-406762b53db6/ENCFF872YFM.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF649IEY	bed bed9+	bed	bed9+	methylation state at CpG	GRCh38	ENCSR166VVF	WGBS	/human-donors/ENCDO271OUW/	UBERON:0036149	suprapubic skin	tissue	Homo sapiens											DNA						2018-04-19	ENCODE				1	1_1							/files/ENCFF792NJK/, /files/ENCFF502SJA/	676886786	ENCODE Processing Pipeline	7f4cdebc44c28f9d080d510c26524774		https://www.encodeproject.org/files/ENCFF649IEY/@@download/ENCFF649IEY.bed.gz				released	s3://encode-public/2021/03/01/77fdce2a-43f8-417e-872f-4d36dcc7d598/ENCFF649IEY.bed.gz	ENCODE4 v1.1.5 GRCh38	released			
ENCFF119AZS	bigWig	bigWig		minus strand methylation state at CpG	GRCh38	ENCSR166VVF	WGBS	/human-donors/ENCDO271OUW/	UBERON:0036149	suprapubic skin	tissue	Homo sapiens											DNA						2018-04-19	ENCODE				1	1_1							/files/ENCFF792NJK/, /files/ENCFF502SJA/	2049293723	ENCODE Processing Pipeline	004e65a531b266aa6060b87bc8c5241c		https://www.encodeproject.org/files/ENCFF119AZS/@@download/ENCFF119AZS.bigWig				released	s3://encode-public/2021/03/01/e1c12030-d9d2-43b7-91de-4a176e53cb22/ENCFF119AZS.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF706NQD	bigBed bed9+	bigBed	bed9+	methylation state at CpG	GRCh38	ENCSR166VVF	WGBS	/human-donors/ENCDO271OUW/	UBERON:0036149	suprapubic skin	tissue	Homo sapiens											DNA						2018-04-19	ENCODE				1	1_1							/files/ENCFF649IEY/, /files/ENCFF792NJK/	1229063169	ENCODE Processing Pipeline	0a6d44789c894b61ee21133f5b199937		https://www.encodeproject.org/files/ENCFF706NQD/@@download/ENCFF706NQD.bigBed				released	s3://encode-public/2021/03/01/b79fadce-9ac9-4570-a85d-ddeb8641e2c4/ENCFF706NQD.bigBed	ENCODE4 v1.1.5 GRCh38	released			
ENCFF545QOM	bigWig	bigWig		plus strand methylation state at CpG	GRCh38	ENCSR166VVF	WGBS	/human-donors/ENCDO271OUW/	UBERON:0036149	suprapubic skin	tissue	Homo sapiens											DNA						2018-04-19	ENCODE				1	1_1							/files/ENCFF792NJK/, /files/ENCFF502SJA/	2033025992	ENCODE Processing Pipeline	94fa82011f0d95a35b4674c312c7870d		https://www.encodeproject.org/files/ENCFF545QOM/@@download/ENCFF545QOM.bigWig				released	s3://encode-public/2021/03/01/8af00f3e-7b56-4dd0-9fde-609f6c5ee6bb/ENCFF545QOM.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF057LHY	bigWig	bigWig		plus strand methylation state at CpG	GRCh38	ENCSR344YUA	WGBS	/human-donors/ENCDO451RUA/	UBERON:0001150	body of pancreas	tissue	Homo sapiens											DNA						2017-12-04	ENCODE				1	1_1							/files/ENCFF552GWX/, /files/ENCFF792NJK/	1990553778	ENCODE Processing Pipeline	6b93d40d96001b8b12ef2d9abab43f17		https://www.encodeproject.org/files/ENCFF057LHY/@@download/ENCFF057LHY.bigWig				released	s3://encode-public/2021/03/01/168140d8-b6c6-4ba7-b83a-fcfa3a2fbcb1/ENCFF057LHY.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF926OAF	bigBed bed9+	bigBed	bed9+	methylation state at CpG	GRCh38	ENCSR344YUA	WGBS	/human-donors/ENCDO451RUA/	UBERON:0001150	body of pancreas	tissue	Homo sapiens											DNA						2017-12-04	ENCODE				1	1_1							/files/ENCFF835CZU/, /files/ENCFF792NJK/	1209551990	ENCODE Processing Pipeline	d2e8c8e4d70d7845ce2f9466cb177cff		https://www.encodeproject.org/files/ENCFF926OAF/@@download/ENCFF926OAF.bigBed				released	s3://encode-public/2021/03/01/20cb356f-9872-445d-b3fd-e606541d3777/ENCFF926OAF.bigBed	ENCODE4 v1.1.5 GRCh38	released			
ENCFF835CZU	bed bed9+	bed	bed9+	methylation state at CpG	GRCh38	ENCSR344YUA	WGBS	/human-donors/ENCDO451RUA/	UBERON:0001150	body of pancreas	tissue	Homo sapiens											DNA						2017-12-04	ENCODE				1	1_1							/files/ENCFF552GWX/, /files/ENCFF792NJK/	657453092	ENCODE Processing Pipeline	e4debb573cf1880c0cb0536f81b21330		https://www.encodeproject.org/files/ENCFF835CZU/@@download/ENCFF835CZU.bed.gz				released	s3://encode-public/2021/03/01/1418e4af-1a4c-4b28-83ef-9fff5df6a695/ENCFF835CZU.bed.gz	ENCODE4 v1.1.5 GRCh38	released			
ENCFF904UVB	bigWig	bigWig		minus strand methylation state at CpG	GRCh38	ENCSR344YUA	WGBS	/human-donors/ENCDO451RUA/	UBERON:0001150	body of pancreas	tissue	Homo sapiens											DNA						2017-12-04	ENCODE				1	1_1							/files/ENCFF552GWX/, /files/ENCFF792NJK/	2014778218	ENCODE Processing Pipeline	660858d48b72961d8f9888a1905c5dae		https://www.encodeproject.org/files/ENCFF904UVB/@@download/ENCFF904UVB.bigWig				released	s3://encode-public/2021/03/01/0aef3228-68b0-419d-90e2-29ccb82b784f/ENCFF904UVB.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF625IJK	bigWig	bigWig		minus strand methylation state at CpG	GRCh38	ENCSR601MHU	WGBS	/human-donors/ENCDO271OUW/	UBERON:0002046	thyroid gland	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1							/files/ENCFF915GDI/, /files/ENCFF792NJK/	2125827299	ENCODE Processing Pipeline	48b8c9e148bce1e55f8b77b7389c5df5		https://www.encodeproject.org/files/ENCFF625IJK/@@download/ENCFF625IJK.bigWig				released	s3://encode-public/2021/03/09/bd884114-e58c-4c7a-bbab-53cac0a83aa8/ENCFF625IJK.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF749EMV	bed bed9+	bed	bed9+	methylation state at CpG	GRCh38	ENCSR601MHU	WGBS	/human-donors/ENCDO271OUW/	UBERON:0002046	thyroid gland	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1							/files/ENCFF915GDI/, /files/ENCFF792NJK/	691403927	ENCODE Processing Pipeline	d31c1acddac25fadf4163641ac167a70		https://www.encodeproject.org/files/ENCFF749EMV/@@download/ENCFF749EMV.bed.gz				released	s3://encode-public/2021/03/09/bbfa4afa-2c20-477c-b053-ec9ab0b8a443/ENCFF749EMV.bed.gz	ENCODE4 v1.1.5 GRCh38	released			
ENCFF668JCI	bigBed bed9+	bigBed	bed9+	methylation state at CpG	GRCh38	ENCSR601MHU	WGBS	/human-donors/ENCDO271OUW/	UBERON:0002046	thyroid gland	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1							/files/ENCFF749EMV/, /files/ENCFF792NJK/	1243603785	ENCODE Processing Pipeline	c56aa2b7a9e127db6876ea74c9bdb0e8		https://www.encodeproject.org/files/ENCFF668JCI/@@download/ENCFF668JCI.bigBed				released	s3://encode-public/2021/03/09/4d9fa8eb-0773-4a63-8208-34a7763daa1f/ENCFF668JCI.bigBed	ENCODE4 v1.1.5 GRCh38	released			
ENCFF946MBX	bigWig	bigWig		plus strand methylation state at CpG	GRCh38	ENCSR601MHU	WGBS	/human-donors/ENCDO271OUW/	UBERON:0002046	thyroid gland	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1							/files/ENCFF915GDI/, /files/ENCFF792NJK/	2107003248	ENCODE Processing Pipeline	60bc6795ae41b19fbcd2c1b2c2415b02		https://www.encodeproject.org/files/ENCFF946MBX/@@download/ENCFF946MBX.bigWig				released	s3://encode-public/2021/03/09/55f0c54e-0694-4c0e-b8d4-29bbe2d5e7f1/ENCFF946MBX.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF080ETP	bed bed9+	bed	bed9+	methylation state at CpG	GRCh38	ENCSR108ESU	WGBS	/human-donors/ENCDO793LXB/	UBERON:0001114	right lobe of liver	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF053VFU/, /files/ENCFF792NJK/	577337764	ENCODE Processing Pipeline	a6c73a374bf11631ad3eacebe6a7911e		https://www.encodeproject.org/files/ENCFF080ETP/@@download/ENCFF080ETP.bed.gz				released	s3://encode-public/2021/07/18/3e75b1cb-ba94-4725-8b6c-830543ed6c23/ENCFF080ETP.bed.gz	ENCODE4 v1.1.6 GRCh38	released	low coverage, low lambda C conversion rate	insufficient coverage	missing lambda C conversion rate
ENCFF742FBC	bigWig	bigWig		plus strand methylation state at CpG	GRCh38	ENCSR108ESU	WGBS	/human-donors/ENCDO793LXB/	UBERON:0001114	right lobe of liver	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF053VFU/, /files/ENCFF792NJK/	1818698925	ENCODE Processing Pipeline	e77849ac9a7c25d9efba891ad52a85c4		https://www.encodeproject.org/files/ENCFF742FBC/@@download/ENCFF742FBC.bigWig				released	s3://encode-public/2021/07/18/1dcef91f-0f39-413e-bcb7-e6f9bf5905b7/ENCFF742FBC.bigWig	ENCODE4 v1.1.6 GRCh38	released	low coverage, low lambda C conversion rate	insufficient coverage	missing lambda C conversion rate
ENCFF096WDQ	bigWig	bigWig		minus strand methylation state at CpG	GRCh38	ENCSR108ESU	WGBS	/human-donors/ENCDO793LXB/	UBERON:0001114	right lobe of liver	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF053VFU/, /files/ENCFF792NJK/	1831207144	ENCODE Processing Pipeline	aa2cee9f4fc3e4204fa1249f9605d62e		https://www.encodeproject.org/files/ENCFF096WDQ/@@download/ENCFF096WDQ.bigWig				released	s3://encode-public/2021/07/18/0c604457-8d4f-4bd7-8e9c-0fe1429ae45e/ENCFF096WDQ.bigWig	ENCODE4 v1.1.6 GRCh38	released	low coverage, low lambda C conversion rate	insufficient coverage	missing lambda C conversion rate
ENCFF613NEE	bigBed bed9+	bigBed	bed9+	methylation state at CpG	GRCh38	ENCSR108ESU	WGBS	/human-donors/ENCDO793LXB/	UBERON:0001114	right lobe of liver	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF792NJK/, /files/ENCFF080ETP/	1124300292	ENCODE Processing Pipeline	d6ae8321ac7cef91fdd823548bf07e8b		https://www.encodeproject.org/files/ENCFF613NEE/@@download/ENCFF613NEE.bigBed				released	s3://encode-public/2021/07/18/a18bc084-3b70-44fe-bacd-a52fd4d59f65/ENCFF613NEE.bigBed	ENCODE4 v1.1.6 GRCh38	released	low coverage, low lambda C conversion rate	insufficient coverage	missing lambda C conversion rate
ENCFF454NPL	bed bed9+	bed	bed9+	methylation state at CpG	GRCh38	ENCSR803SIO	WGBS	/human-donors/ENCDO271OUW/	UBERON:0000992	ovary	tissue	Homo sapiens											DNA						2017-12-04	ENCODE				1	1_1							/files/ENCFF792NJK/, /files/ENCFF758FWO/	732262671	ENCODE Processing Pipeline	20f1bd88de81d9b9b95fee46407f6c94		https://www.encodeproject.org/files/ENCFF454NPL/@@download/ENCFF454NPL.bed.gz				released	s3://encode-public/2021/03/01/1afe42cd-5832-41ca-a2fe-c18a621bf422/ENCFF454NPL.bed.gz	ENCODE4 v1.1.5 GRCh38	released			
ENCFF155PKX	bigWig	bigWig		plus strand methylation state at CpG	GRCh38	ENCSR803SIO	WGBS	/human-donors/ENCDO271OUW/	UBERON:0000992	ovary	tissue	Homo sapiens											DNA						2017-12-04	ENCODE				1	1_1							/files/ENCFF792NJK/, /files/ENCFF758FWO/	2203447572	ENCODE Processing Pipeline	60a9ec71e1ad8b3c4f5d993bd2befbd2		https://www.encodeproject.org/files/ENCFF155PKX/@@download/ENCFF155PKX.bigWig				released	s3://encode-public/2021/03/01/a2bbe856-58e0-438a-be9d-83d7ad0dcfd2/ENCFF155PKX.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF423JNP	bigWig	bigWig		minus strand methylation state at CpG	GRCh38	ENCSR803SIO	WGBS	/human-donors/ENCDO271OUW/	UBERON:0000992	ovary	tissue	Homo sapiens											DNA						2017-12-04	ENCODE				1	1_1							/files/ENCFF792NJK/, /files/ENCFF758FWO/	2210218650	ENCODE Processing Pipeline	9dc46d31f4fb20286a4adbd7da9f5b61		https://www.encodeproject.org/files/ENCFF423JNP/@@download/ENCFF423JNP.bigWig				released	s3://encode-public/2021/03/01/3c17b992-bafc-4311-8aaf-3b01d9617e21/ENCFF423JNP.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF072OIA	bigBed bed9+	bigBed	bed9+	methylation state at CpG	GRCh38	ENCSR803SIO	WGBS	/human-donors/ENCDO271OUW/	UBERON:0000992	ovary	tissue	Homo sapiens											DNA						2017-12-04	ENCODE				1	1_1							/files/ENCFF792NJK/, /files/ENCFF454NPL/	1291121481	ENCODE Processing Pipeline	c0e02a18ab65b3716d308f7925e16088		https://www.encodeproject.org/files/ENCFF072OIA/@@download/ENCFF072OIA.bigBed				released	s3://encode-public/2021/03/01/c4ed14bd-626a-4706-b77c-38f6738dc19e/ENCFF072OIA.bigBed	ENCODE4 v1.1.5 GRCh38	released			
ENCFF498UMJ	bigWig	bigWig		minus strand methylation state at CpG	GRCh38	ENCSR882FJT	WGBS	/human-donors/ENCDO271OUW/	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF376CQE/, /files/ENCFF792NJK/	1996351696	ENCODE Processing Pipeline	61417c1da16c80828bfeefd0c88eb94e		https://www.encodeproject.org/files/ENCFF498UMJ/@@download/ENCFF498UMJ.bigWig				released	s3://encode-public/2021/03/01/daf19732-eab4-4eae-aae9-657c7b8e0b42/ENCFF498UMJ.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF254FMJ	bigBed bed9+	bigBed	bed9+	methylation state at CpG	GRCh38	ENCSR882FJT	WGBS	/human-donors/ENCDO271OUW/	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF792NJK/, /files/ENCFF059FZP/	1214437606	ENCODE Processing Pipeline	c8b3945559cd462cf200aa382e2ef428		https://www.encodeproject.org/files/ENCFF254FMJ/@@download/ENCFF254FMJ.bigBed				released	s3://encode-public/2021/03/01/4819ad9b-e762-4d03-b788-ae003a2fd204/ENCFF254FMJ.bigBed	ENCODE4 v1.1.5 GRCh38	released			
ENCFF059FZP	bed bed9+	bed	bed9+	methylation state at CpG	GRCh38	ENCSR882FJT	WGBS	/human-donors/ENCDO271OUW/	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF376CQE/, /files/ENCFF792NJK/	661577574	ENCODE Processing Pipeline	891d374583f449e39470d021d2b0c326		https://www.encodeproject.org/files/ENCFF059FZP/@@download/ENCFF059FZP.bed.gz				released	s3://encode-public/2021/03/01/9f4639f3-fa24-4164-bc92-8431b3b2a248/ENCFF059FZP.bed.gz	ENCODE4 v1.1.5 GRCh38	released			
ENCFF099YXJ	bigWig	bigWig		plus strand methylation state at CpG	GRCh38	ENCSR882FJT	WGBS	/human-donors/ENCDO271OUW/	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF376CQE/, /files/ENCFF792NJK/	1976896641	ENCODE Processing Pipeline	83a48f7236d7be3ba10113f0a1e6ecf1		https://www.encodeproject.org/files/ENCFF099YXJ/@@download/ENCFF099YXJ.bigWig				released	s3://encode-public/2021/03/01/a6532b00-1410-42bc-a58f-a68cfb06e431/ENCFF099YXJ.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF647DVM	bigWig	bigWig		plus strand methylation state at CpG	GRCh38	ENCSR766GKN	WGBS	/human-donors/ENCDO793LXB/	UBERON:0002084	heart left ventricle	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF974USS/, /files/ENCFF792NJK/	2129341339	ENCODE Processing Pipeline	83c3e53af3696acf6b160c5ba17bced3		https://www.encodeproject.org/files/ENCFF647DVM/@@download/ENCFF647DVM.bigWig				released	s3://encode-public/2021/03/01/9db4e63c-357d-4741-a528-e9cf69656b26/ENCFF647DVM.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF318IKY	bed bed9+	bed	bed9+	methylation state at CpG	GRCh38	ENCSR766GKN	WGBS	/human-donors/ENCDO793LXB/	UBERON:0002084	heart left ventricle	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF974USS/, /files/ENCFF792NJK/	700922117	ENCODE Processing Pipeline	7b666d35b205806ff7afd66ca81aade4		https://www.encodeproject.org/files/ENCFF318IKY/@@download/ENCFF318IKY.bed.gz				released	s3://encode-public/2021/03/01/4ed535d8-86e2-4cb2-a1a2-6590d70142f3/ENCFF318IKY.bed.gz	ENCODE4 v1.1.5 GRCh38	released			
ENCFF311WUN	bigWig	bigWig		minus strand methylation state at CpG	GRCh38	ENCSR766GKN	WGBS	/human-donors/ENCDO793LXB/	UBERON:0002084	heart left ventricle	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF974USS/, /files/ENCFF792NJK/	2142574488	ENCODE Processing Pipeline	457f9a3db190b6a02cb0db4a7af236dc		https://www.encodeproject.org/files/ENCFF311WUN/@@download/ENCFF311WUN.bigWig				released	s3://encode-public/2021/03/01/21e39e3e-cb1b-4d0b-aae3-6123d7a9221f/ENCFF311WUN.bigWig	ENCODE4 v1.1.5 GRCh38	released			
ENCFF928RKN	bigBed bed9+	bigBed	bed9+	methylation state at CpG	GRCh38	ENCSR766GKN	WGBS	/human-donors/ENCDO793LXB/	UBERON:0002084	heart left ventricle	tissue	Homo sapiens											DNA						2018-12-22	ENCODE				1	1_1							/files/ENCFF318IKY/, /files/ENCFF792NJK/	1255304649	ENCODE Processing Pipeline	1f09e94274438ce12c802535661579bd		https://www.encodeproject.org/files/ENCFF928RKN/@@download/ENCFF928RKN.bigBed				released	s3://encode-public/2021/03/01/4c7329db-a8ac-4d51-b09c-22009bf34a6f/ENCFF928RKN.bigBed	ENCODE4 v1.1.5 GRCh38	released			
