ReadName	allcelltype	ucelltype	assignedcelltype	CheckedCpG	mismatchCpG	notacceptedCpG	acceptedCpG	finalacceptedfor	finalrejectedfor	MateCIGARok
A00580:76:HFLG2DSXX:2:1624:23773:21465	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316441', 'chr11:66316514', 'chr11:66316532', 'chr11:66316495']"	['']	"['chr11:66316546', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316441', 'chr11:66316514', 'chr11:66316532']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1113:10655:24706	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316573', 'chr11:66316441', 'chr11:66316583', 'chr11:66316514', 'chr11:66316532', 'chr11:66316495']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316573', 'chr11:66316583', 'chr11:66316514', 'chr11:66316532', 'chr11:66316495']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1133:31277:26694	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316504', 'chr11:66316484', 'chr11:66316529', 'chr11:66316514', 'chr11:66316495']"	['']	"['chr11:66316504', 'chr11:66316484', 'chr11:66316529', 'chr11:66316514', 'chr11:66316495']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2429:16034:8970	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316429', 'chr11:66316570', 'chr11:66316573', 'chr11:66316441', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532', 'chr11:66316495']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316429', 'chr11:66316570', 'chr11:66316573', 'chr11:66316441', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2404:14814:15530	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316495', 'chr11:66316429', 'chr11:66316570', 'chr11:66316573', 'chr11:66316441', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532', 'chr11:66316387']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316495', 'chr11:66316429', 'chr11:66316570', 'chr11:66316573', 'chr11:66316441', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532', 'chr11:66316387']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1548:29026:7169	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316573', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532', 'chr11:66316495']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316573', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1575:1777:13463	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316573', 'chr11:66316514', 'chr11:66316532', 'chr11:66316495']"	['']	"['chr11:66316540', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316514', 'chr11:66316532', 'chr11:66316495']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2656:8232:22795	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316186', 'chr11:66316532', 'chr11:66316495', 'chr11:66316504', 'chr11:66316529', 'chr11:66316137', 'chr11:66316190', 'chr11:66316213', 'chr11:66316540', 'chr11:66316546', 'chr11:66316605', 'chr11:66316101', 'chr11:66316118', 'chr11:66316583', 'chr11:66316106', 'chr11:66316589', 'chr11:66316612', 'chr11:66316570', 'chr11:66316573', 'chr11:66316125', 'chr11:66316514', 'chr11:66316168']"	['']	"['chr11:66316186', 'chr11:66316532', 'chr11:66316504', 'chr11:66316529', 'chr11:66316137', 'chr11:66316190', 'chr11:66316213', 'chr11:66316540', 'chr11:66316546', 'chr11:66316605', 'chr11:66316101', 'chr11:66316118', 'chr11:66316583', 'chr11:66316106', 'chr11:66316589', 'chr11:66316612', 'chr11:66316570', 'chr11:66316573', 'chr11:66316125', 'chr11:66316514', 'chr11:66316168']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1555:13856:33630	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316387', 'chr11:66316605', 'chr11:66316504', 'chr11:66316484', 'chr11:66316529', 'chr11:66316570', 'chr11:66316429', 'chr11:66316573', 'chr11:66316441', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532', 'chr11:66316495']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316429', 'chr11:66316573', 'chr11:66316441', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2205:12129:19116	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316529', 'chr11:66316570', 'chr11:66316429', 'chr11:66316573', 'chr11:66316646', 'chr11:66316583', 'chr11:66316589', 'chr11:66316532', 'chr11:66316387']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316529', 'chr11:66316570', 'chr11:66316429', 'chr11:66316573', 'chr11:66316583', 'chr11:66316589', 'chr11:66316532', 'chr11:66316387']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1255:20609:30984	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316529', 'chr11:66316570', 'chr11:66316429', 'chr11:66316573', 'chr11:66316646', 'chr11:66316441', 'chr11:66316583', 'chr11:66316589', 'chr11:66316532', 'chr11:66316387']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316529', 'chr11:66316570', 'chr11:66316429', 'chr11:66316573', 'chr11:66316646', 'chr11:66316441', 'chr11:66316583', 'chr11:66316589', 'chr11:66316532', 'chr11:66316387']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2425:18728:19586	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316529', 'chr11:66316570', 'chr11:66316573', 'chr11:66316646', 'chr11:66316583', 'chr11:66316589', 'chr11:66316532']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316529', 'chr11:66316570', 'chr11:66316573', 'chr11:66316646', 'chr11:66316583', 'chr11:66316589', 'chr11:66316532']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1169:19235:11976	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316429', 'chr11:66316573', 'chr11:66316646', 'chr11:66316441', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532', 'chr11:66316495']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316429', 'chr11:66316573', 'chr11:66316646', 'chr11:66316441', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2476:9905:14826	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316529', 'chr11:66316570', 'chr11:66316573', 'chr11:66316646', 'chr11:66316441', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532', 'chr11:66316495']"	['']	"['chr11:66316540', 'chr11:66316612', 'chr11:66316605', 'chr11:66316529', 'chr11:66316570', 'chr11:66316573', 'chr11:66316646', 'chr11:66316441', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532', 'chr11:66316495']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1552:13711:23860	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316573', 'chr11:66316646', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532', 'chr11:66316495']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316573', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1278:13729:14465	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316570', 'chr11:66316573', 'chr11:66316646', 'chr11:66316691', 'chr11:66316583', 'chr11:66316589']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316570', 'chr11:66316573', 'chr11:66316646', 'chr11:66316691', 'chr11:66316583', 'chr11:66316589']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1436:22896:9674	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316570', 'chr11:66316573', 'chr11:66316646', 'chr11:66316583', 'chr11:66316589']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316570', 'chr11:66316573', 'chr11:66316646', 'chr11:66316583', 'chr11:66316589']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1218:25563:6872	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316612', 'chr11:66316605', 'chr11:66316570', 'chr11:66316573', 'chr11:66316646', 'chr11:66316583', 'chr11:66316589']"	['']	"['chr11:66316612', 'chr11:66316605', 'chr11:66316570', 'chr11:66316573', 'chr11:66316646', 'chr11:66316583', 'chr11:66316589']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1478:1461:35524	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316612', 'chr11:66316605', 'chr11:66316646', 'chr11:66316583', 'chr11:66316589']"	['']	"['chr11:66316612', 'chr11:66316605', 'chr11:66316646', 'chr11:66316583', 'chr11:66316589']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2626:5565:6214	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316715', 'chr11:66316570', 'chr11:66316646', 'chr11:66316691', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532', 'chr11:66316495']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316605', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316715', 'chr11:66316570', 'chr11:66316646', 'chr11:66316691', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532', 'chr11:66316495']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1556:30734:24345	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316612', 'chr11:66316605', 'chr11:66316715', 'chr11:66316570', 'chr11:66316646', 'chr11:66316573', 'chr11:66316691', 'chr11:66316583', 'chr11:66316589']"	['']	"['chr11:66316612', 'chr11:66316605', 'chr11:66316715', 'chr11:66316570', 'chr11:66316646', 'chr11:66316573', 'chr11:66316691', 'chr11:66316583', 'chr11:66316589']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1537:2356:14184	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316612', 'chr11:66316605', 'chr11:66316715', 'chr11:66316570', 'chr11:66316646', 'chr11:66316573', 'chr11:66316691', 'chr11:66316583', 'chr11:66316589']"	['']	"['chr11:66316612', 'chr11:66316605', 'chr11:66316715', 'chr11:66316570', 'chr11:66316646', 'chr11:66316573', 'chr11:66316691', 'chr11:66316583', 'chr11:66316589']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2467:17119:29763	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316715', 'chr11:66316573', 'chr11:66316646', 'chr11:66316691', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532', 'chr11:66316495']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316484', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316715', 'chr11:66316573', 'chr11:66316646', 'chr11:66316691', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532', 'chr11:66316495']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1408:20338:9064	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316612', 'chr11:66316605', 'chr11:66316715', 'chr11:66316573', 'chr11:66316646', 'chr11:66316691', 'chr11:66316583', 'chr11:66316589']"	['']	"['chr11:66316612', 'chr11:66316605', 'chr11:66316715', 'chr11:66316573', 'chr11:66316646', 'chr11:66316691', 'chr11:66316583', 'chr11:66316589']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2466:8793:34820	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316612', 'chr11:66316605', 'chr11:66316715', 'chr11:66316573', 'chr11:66316646', 'chr11:66316691', 'chr11:66316583', 'chr11:66316589']"	['']	"['chr11:66316612', 'chr11:66316605', 'chr11:66316715', 'chr11:66316573', 'chr11:66316646', 'chr11:66316691', 'chr11:66316583', 'chr11:66316589']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1422:23936:29450	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316612', 'chr11:66316605', 'chr11:66316715', 'chr11:66316570', 'chr11:66316646', 'chr11:66316573', 'chr11:66316691', 'chr11:66316583', 'chr11:66316589']"	['']	"['chr11:66316612', 'chr11:66316605', 'chr11:66316570', 'chr11:66316715', 'chr11:66316573', 'chr11:66316691', 'chr11:66316583', 'chr11:66316589']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2226:8703:27054	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316612', 'chr11:66316605', 'chr11:66316715', 'chr11:66316646', 'chr11:66316691']"	['']	"['chr11:66316612', 'chr11:66316605', 'chr11:66316715', 'chr11:66316646', 'chr11:66316691']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2617:23005:1251	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316612', 'chr11:66316605', 'chr11:66316484', 'chr11:66316529', 'chr11:66316715', 'chr11:66316570', 'chr11:66316646', 'chr11:66316429', 'chr11:66316441', 'chr11:66316691', 'chr11:66316514', 'chr11:66316532', 'chr11:66316495']"	['']	"['chr11:66316540', 'chr11:66316612', 'chr11:66316605', 'chr11:66316484', 'chr11:66316529', 'chr11:66316715', 'chr11:66316570', 'chr11:66316646', 'chr11:66316441', 'chr11:66316691', 'chr11:66316514', 'chr11:66316532', 'chr11:66316495']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2122:21142:26021	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316715', 'chr11:66316573', 'chr11:66316646', 'chr11:66316691', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532', 'chr11:66316495']"	['']	"['chr11:66316540', 'chr11:66316546', 'chr11:66316612', 'chr11:66316605', 'chr11:66316504', 'chr11:66316529', 'chr11:66316570', 'chr11:66316715', 'chr11:66316573', 'chr11:66316646', 'chr11:66316691', 'chr11:66316583', 'chr11:66316514', 'chr11:66316589', 'chr11:66316532', 'chr11:66316495']"	['']	notdetermined	"[""'CD8'""]"	Y
