chrom	start	end	celltype
chr11	2702916	2702918	[nB]
chr11	2702931	2702933	[nB]
chr11	2702956	2702958	[nB]
chr11	2703045	2703047	[nB]
chr11	2703080	2703082	[nB]
chr12	11689687	11689689	[nB]
chr12	11689731	11689733	[nB]
chr12	11689853	11689855	[nB]
chr12	11689875	11689877	[nB]
chr12	11689948	11689950	[nB]
chr12	11689952	11689954	[nB]
chr12	116816119	116816121	[nB]
chr12	116816127	116816129	[nB]
chr12	116816251	116816253	[nB]
chr12	116816255	116816257	[nB]
chr12	116816281	116816283	[nB]
chr12	116816440	116816442	[nB]
chr12	116816444	116816446	[nB]
chr12	116816446	116816448	[nB]
chr12	116816467	116816469	[nB]
chr12	132431720	132431722	[nB]
chr12	132431732	132431734	[nB]
chr12	132431752	132431754	[nB]
chr12	132431759	132431761	[nB]
chr12	132431765	132431767	[nB]
chr12	132431775	132431777	[nB]
chr12	132431819	132431821	[nB]
chr12	132431823	132431825	[nB]
chr12	132431838	132431840	[nB]
chr13	99392686	99392688	[nB]
chr13	99392705	99392707	[nB]
chr13	99392728	99392730	[nB]
chr13	99392746	99392748	[nB]
chr13	99392780	99392782	[nB]
chr14	68755832	68755834	[nB]
chr14	68755996	68755998	[nB]
chr14	68756034	68756036	[nB]
chr14	68756084	68756086	[nB]
chr14	74934693	74934695	[nB]
chr14	74934705	74934707	[nB]
chr14	74934723	74934725	[nB]
chr14	74934742	74934744	[nB]
chr14	74934760	74934762	[nB]
chr14	74934784	74934786	[nB]
chr14	76975126	76975128	[nB]
chr14	76975157	76975159	[nB]
chr14	76975182	76975184	[nB]
chr14	76975222	76975224	[nB]
chr14	76975240	76975242	[nB]
chr14	76975362	76975364	[nB]
chr15	70524300	70524302	[nB]
chr15	70524495	70524497	[nB]
chr15	70524669	70524671	[nB]
chr15	70524673	70524675	[nB]
chr15	70524679	70524681	[nB]
chr15	101701720	101701722	[nB]
chr15	101701813	101701815	[nB]
chr15	101701837	101701839	[nB]
chr15	101701860	101701862	[nB]
chr15	101701867	101701869	[nB]
chr15	101701919	101701921	[nB]
chr15	101701921	101701923	[nB]
chr15	101701931	101701933	[nB]
chr16	56929871	56929873	[nB]
chr16	56929995	56929997	[nB]
chr16	56930034	56930036	[nB]
chr16	56930051	56930053	[nB]
chr16	56930057	56930059	[nB]
chr16	56930081	56930083	[nB]
chr16	70740547	70740549	[nB]
chr16	70740550	70740552	[nB]
chr16	70740601	70740603	[nB]
chr16	70740714	70740716	[nB]
chr16	70740761	70740763	[nB]
chr16	70740769	70740771	[nB]
chr16	70740826	70740828	[nB]
chr16	70740833	70740835	[nB]
chr16	70740866	70740868	[nB]
chr16	70740888	70740890	[nB]
chr16	70740899	70740901	[nB]
chr16	70740942	70740944	[nB]
chr16	87805043	87805045	[nB]
chr16	87805046	87805048	[nB]
chr16	87805068	87805070	[nB]
chr16	87805093	87805095	[nB]
chr16	87805219	87805221	[nB]
chr16	89367724	89367726	[nB]
chr16	89367749	89367751	[nB]
chr16	89367827	89367829	[nB]
chr16	89367867	89367869	[nB]
chr16	89367887	89367889	[nB]
chr17	40552088	40552090	[nB]
chr17	40552146	40552148	[nB]
chr17	40552193	40552195	[nB]
chr17	40552204	40552206	[nB]
chr17	40552212	40552214	[nB]
chr17	40552217	40552219	[nB]
chr17	40552231	40552233	[nB]
chr17	40552243	40552245	[nB]
chr17	40552271	40552273	[nB]
chr17	40552277	40552279	[nB]
chr17	82874000	82874002	[nB]
chr17	82874043	82874045	[nB]
chr17	82874052	82874054	[nB]
chr17	82874057	82874059	[nB]
chr17	82874067	82874069	[nB]
chr18	23296882	23296884	[nB]
chr18	23296994	23296996	[nB]
chr18	23296998	23297000	[nB]
chr18	23297007	23297009	[nB]
chr18	23297048	23297050	[nB]
chr19	49103659	49103661	[nB]
chr19	49103704	49103706	[nB]
chr19	49103735	49103737	[nB]
chr19	49103775	49103777	[nB]
chr19	49103777	49103779	[nB]
chr19	49103784	49103786	[nB]
chr19	49103822	49103824	[nB]
chr19	49103857	49103859	[nB]
chr19	49103868	49103870	[nB]
chr19	49103962	49103964	[nB]
chr19	49103966	49103968	[nB]
chr19	49104015	49104017	[nB]
chr19	49104164	49104166	[nB]
chr19	49104181	49104183	[nB]
chr19	49104186	49104188	[nB]
chr19	49104209	49104211	[nB]
chr19	49104276	49104278	[nB]
chr19	49104515	49104517	[nB]
chr19	49104521	49104523	[nB]
chr19	49104527	49104529	[nB]
chr19	49104543	49104545	[nB]
chr19	49104548	49104550	[nB]
chr19	49104634	49104636	[nB]
chr19	49104646	49104648	[nB]
chr19	49104688	49104690	[nB]
chr19	49104701	49104703	[nB]
chr19	49104706	49104708	[nB]
chr19	49104725	49104727	[nB]
chr19	49104728	49104730	[nB]
chr19	49104753	49104755	[nB]
chr19	49104756	49104758	[nB]
chr19	49104764	49104766	[nB]
chr19	56108068	56108070	[nB]
chr19	56108086	56108088	[nB]
chr19	56108163	56108165	[nB]
chr19	56108195	56108197	[nB]
chr19	56108198	56108200	[nB]
chr19	56108205	56108207	[nB]
chr2	3419515	3419517	[nB]
chr2	3419523	3419525	[nB]
chr2	3419538	3419540	[nB]
chr2	3419541	3419543	[nB]
chr2	3419573	3419575	[nB]
chr2	3419621	3419623	[nB]
chr2	8572917	8572919	[nB]
chr2	8572927	8572929	[nB]
chr2	8572931	8572933	[nB]
chr2	8572964	8572966	[nB]
chr2	8572968	8572970	[nB]
chr2	8573028	8573030	[nB]
chr2	10374046	10374048	[nB]
chr2	10374060	10374062	[nB]
chr2	10374065	10374067	[nB]
chr2	10374086	10374088	[nB]
chr2	10374162	10374164	[nB]
chr2	10374195	10374197	[nB]
chr2	10374214	10374216	[nB]
chr2	42756408	42756410	[nB]
chr2	42756416	42756418	[nB]
chr2	42756478	42756480	[nB]
chr2	42756495	42756497	[nB]
chr2	42756549	42756551	[nB]
chr2	42951124	42951126	[nB]
chr2	42951387	42951389	[nB]
chr2	42951608	42951610	[nB]
chr2	42951619	42951621	[nB]
chr2	42951628	42951630	[nB]
chr2	128289517	128289519	[nB]
chr2	128289523	128289525	[nB]
chr2	128289544	128289546	[nB]
chr2	128289563	128289565	[nB]
chr2	128289566	128289568	[nB]
chr2	128289568	128289570	[nB]
chr2	128289642	128289644	[nB]
chr2	128289725	128289727	[nB]
chr2	128289729	128289731	[nB]
chr2	134183779	134183781	[nB]
chr2	134183789	134183791	[nB]
chr2	134183807	134183809	[nB]
chr2	134183849	134183851	[nB]
chr2	134183867	134183869	[nB]
chr2	134183881	134183883	[nB]
chr2	134183912	134183914	[nB]
chr2	134183917	134183919	[nB]
chr2	136244070	136244072	[nB]
chr2	136244122	136244124	[nB]
chr2	136244175	136244177	[nB]
chr2	136244192	136244194	[nB]
chr2	136244206	136244208	[nB]
chr2	136244243	136244245	[nB]
chr2	136244264	136244266	[nB]
chr2	136244336	136244338	[nB]
chr2	136244513	136244515	[nB]
chr20	3802980	3802982	[nB]
chr20	3802985	3802987	[nB]
chr20	3803079	3803081	[nB]
chr20	3803123	3803125	[nB]
chr20	3803142	3803144	[nB]
chr20	41469082	41469084	[nB]
chr20	41469119	41469121	[nB]
chr20	41469282	41469284	[nB]
chr20	41469562	41469564	[nB]
chr20	44498522	44498524	[nB]
chr20	44498529	44498531	[nB]
chr20	44498553	44498555	[nB]
chr20	44498569	44498571	[nB]
chr20	44498645	44498647	[nB]
chr20	44498653	44498655	[nB]
chr21	39286044	39286046	[nB]
chr21	39286082	39286084	[nB]
chr21	39286099	39286101	[nB]
chr21	39286114	39286116	[nB]
chr21	41924411	41924413	[nB]
chr21	41924428	41924430	[nB]
chr21	41924440	41924442	[nB]
chr21	41924445	41924447	[nB]
chr21	41924620	41924622	[nB]
chr22	24432968	24432970	[nB]
chr22	24433075	24433077	[nB]
chr22	24433084	24433086	[nB]
chr22	24433113	24433115	[nB]
chr22	38163144	38163146	[nB]
chr22	38163346	38163348	[nB]
chr22	38163400	38163402	[nB]
chr22	38163414	38163416	[nB]
chr22	38163424	38163426	[nB]
chr22	38163431	38163433	[nB]
chr22	38163457	38163459	[nB]
chr22	38163537	38163539	[nB]
chr22	38163628	38163630	[nB]
chr22	46651319	46651321	[nB]
chr22	46651323	46651325	[nB]
chr22	46651330	46651332	[nB]
chr22	46651345	46651347	[nB]
chr22	46651453	46651455	[nB]
chr22	46651460	46651462	[nB]
chr22	46651481	46651483	[nB]
chr22	46651499	46651501	[nB]
chr22	46651518	46651520	[nB]
chr22	46651534	46651536	[nB]
chr22	46651556	46651558	[nB]
chr22	46651559	46651561	[nB]
chr22	46651593	46651595	[nB]
chr3	127748240	127748242	[nB]
chr3	127748263	127748265	[nB]
chr3	127748274	127748276	[nB]
chr3	127748298	127748300	[nB]
chr3	127748303	127748305	[nB]
chr3	195124369	195124371	[nB]
chr3	195124420	195124422	[nB]
chr3	195124531	195124533	[nB]
chr3	195124548	195124550	[nB]
chr3	195124563	195124565	[nB]
chr3	195124567	195124569	[nB]
chr3	195124745	195124747	[nB]
chr3	195124752	195124754	[nB]
chr3	195126559	195126561	[nB]
chr3	195126568	195126570	[nB]
chr3	195126584	195126586	[nB]
chr3	195126623	195126625	[nB]
chr3	195126779	195126781	[nB]
chr5	126971308	126971310	[nB]
chr5	126971340	126971342	[nB]
chr5	126971372	126971374	[nB]
chr5	126971396	126971398	[nB]
chr5	126971402	126971404	[nB]
chr5	126971404	126971406	[nB]
chr5	126971434	126971436	[nB]
chr5	172792383	172792385	[nB]
chr5	172792513	172792515	[nB]
chr5	172792773	172792775	[nB]
chr5	172792849	172792851	[nB]
chr5	172793066	172793068	[nB]
chr5	172793082	172793084	[nB]
chr5	172793101	172793103	[nB]
chr5	172793119	172793121	[nB]
chr5	172793201	172793203	[nB]
chr5	172793220	172793222	[nB]
chr5	172793222	172793224	[nB]
chr5	172793347	172793349	[nB]
chr6	186358	186360	[nB]
chr6	186409	186411	[nB]
chr6	186436	186438	[nB]
chr6	186504	186506	[nB]
chr6	186545	186547	[nB]
chr6	186602	186604	[nB]
chr6	186656	186658	[nB]
chr6	186670	186672	[nB]
chr6	186702	186704	[nB]
chr6	5749878	5749880	[nB]
chr6	5749887	5749889	[nB]
chr6	5749906	5749908	[nB]
chr6	5749910	5749912	[nB]
chr6	5749947	5749949	[nB]
chr6	5749959	5749961	[nB]
chr6	5762585	5762587	[nB]
chr6	5762626	5762628	[nB]
chr6	5762647	5762649	[nB]
chr6	5762653	5762655	[nB]
chr6	5762656	5762658	[nB]
chr6	5762680	5762682	[nB]
chr6	5762683	5762685	[nB]
chr6	5762860	5762862	[nB]
chr6	5762902	5762904	[nB]
chr6	5762925	5762927	[nB]
chr6	5762955	5762957	[nB]
chr6	5762991	5762993	[nB]
chr6	5763006	5763008	[nB]
chr6	14212702	14212704	[nB]
chr6	14212808	14212810	[nB]
chr6	14212843	14212845	[nB]
chr6	14212944	14212946	[nB]
chr6	33695519	33695521	[nB]
chr6	33695552	33695554	[nB]
chr6	33695571	33695573	[nB]
chr6	33695586	33695588	[nB]
chr6	33695589	33695591	[nB]
chr6	33695598	33695600	[nB]
chr6	33695627	33695629	[nB]
chr6	33695673	33695675	[nB]
chr6	166840351	166840353	[nB]
chr6	166840354	166840356	[nB]
chr6	166840379	166840381	[nB]
chr6	166840393	166840395	[nB]
chr7	2723230	2723232	[nB]
chr7	2723232	2723234	[nB]
chr7	2723312	2723314	[nB]
chr7	2723339	2723341	[nB]
chr7	2723368	2723370	[nB]
chr7	2723410	2723412	[nB]
chr7	2723445	2723447	[nB]
chr7	2723501	2723503	[nB]
chr7	2723522	2723524	[nB]
chr7	2723530	2723532	[nB]
chr7	2723556	2723558	[nB]
chr7	2723588	2723590	[nB]
chr7	2723599	2723601	[nB]
chr7	2723629	2723631	[nB]
chr7	2723632	2723634	[nB]
chr7	2723647	2723649	[nB]
chr7	2723653	2723655	[nB]
chr7	5362527	5362529	[nB]
chr7	5362547	5362549	[nB]
chr7	5362562	5362564	[nB]
chr7	5362614	5362616	[nB]
chr7	5362616	5362618	[nB]
chr7	5362642	5362644	[nB]
chr7	5362650	5362652	[nB]
chr7	5362665	5362667	[nB]
chr7	5362701	5362703	[nB]
chr7	5362703	5362705	[nB]
chr7	5362710	5362712	[nB]
chr7	5362735	5362737	[nB]
chr7	5362800	5362802	[nB]
chr7	5362802	5362804	[nB]
chr7	5362815	5362817	[nB]
chr7	5362820	5362822	[nB]
chr7	5362851	5362853	[nB]
chr7	5362881	5362883	[nB]
chr7	5362890	5362892	[nB]
chr7	76011502	76011504	[nB]
chr7	76011554	76011556	[nB]
chr7	76011647	76011649	[nB]
chr7	76011674	76011676	[nB]
chr7	101993399	101993401	[nB]
chr7	101993527	101993529	[nB]
chr7	101993571	101993573	[nB]
chr7	101993573	101993575	[nB]
chr7	101993672	101993674	[nB]
chr7	101995171	101995173	[nB]
chr7	101995460	101995462	[nB]
chr7	101995625	101995627	[nB]
chr7	101995652	101995654	[nB]
chr7	101995692	101995694	[nB]
chr7	101995716	101995718	[nB]
chr7	101995800	101995802	[nB]
chr7	130148053	130148055	[nB]
chr7	130148058	130148060	[nB]
chr7	130148070	130148072	[nB]
chr7	130148105	130148107	[nB]
chr7	130148110	130148112	[nB]
chr7	130148123	130148125	[nB]
chr8	29079226	29079228	[nB]
chr8	29079234	29079236	[nB]
chr8	29079255	29079257	[nB]
chr8	29079288	29079290	[nB]
chr8	29079316	29079318	[nB]
chr8	29079323	29079325	[nB]
chr8	29079329	29079331	[nB]
chr8	29079341	29079343	[nB]
chr8	29079360	29079362	[nB]
chr8	133119225	133119227	[nB]
chr8	133119281	133119283	[nB]
chr8	133119420	133119422	[nB]
chr8	133119500	133119502	[nB]
chr8	133119681	133119683	[nB]
chr8	133119702	133119704	[nB]
chr8	133119759	133119761	[nB]
chr8	133119796	133119798	[nB]
chr8	133119798	133119800	[nB]
chr8	133119836	133119838	[nB]
chr8	133119838	133119840	[nB]
chr9	81596131	81596133	[nB]
chr9	81596212	81596214	[nB]
chr9	81596255	81596257	[nB]
chr9	81596287	81596289	[nB]
chr9	81596294	81596296	[nB]
chr9	81596338	81596340	[nB]
chr9	81596389	81596391	[nB]
chr9	124256560	124256562	[nB]
chr9	124256657	124256659	[nB]
chr9	124256752	124256754	[nB]
chr9	124256801	124256803	[nB]
chr9	124256809	124256811	[nB]
chr9	124256814	124256816	[nB]
chr9	131239661	131239663	[nB]
chr9	131239762	131239764	[nB]
chr9	131239778	131239780	[nB]
chr9	131239798	131239800	[nB]
chr9	131239825	131239827	[nB]
chr9	131239840	131239842	[nB]
chr9	131239867	131239869	[nB]
chr9	136748422	136748424	[nB]
chr9	136748441	136748443	[nB]
chr9	136748476	136748478	[nB]
chr9	136748501	136748503	[nB]
chr9	136748504	136748506	[nB]
chrX	2716589	2716591	[nB]
chrX	2716628	2716630	[nB]
chrX	2716647	2716649	[nB]
chrX	2716662	2716664	[nB]
chr1	6282775	6282777	[Eo]
chr1	6282790	6282792	[Eo]
chr1	6282823	6282825	[Eo]
chr1	6282827	6282829	[Eo]
chr1	6282840	6282842	[Eo]
chr1	6283064	6283066	[Eo]
chr1	6283076	6283078	[Eo]
chr1	6283093	6283095	[Eo]
chr1	10376567	10376569	[Eo]
chr1	10376576	10376578	[Eo]
chr1	10376597	10376599	[Eo]
chr1	10376611	10376613	[Eo]
chr1	10376617	10376619	[Eo]
chr1	10376633	10376635	[Eo]
chr1	10376665	10376667	[Eo]
chr1	10381037	10381039	[Eo]
chr1	10381087	10381089	[Eo]
chr1	10381118	10381120	[Eo]
chr1	10381198	10381200	[Eo]
chr1	10381336	10381338	[Eo]
chr1	10381543	10381545	[Eo]
chr1	10381548	10381550	[Eo]
chr1	10381564	10381566	[Eo]
chr1	10381609	10381611	[Eo]
chr1	10381704	10381706	[Eo]
chr1	10381713	10381715	[Eo]
chr1	10381978	10381980	[Eo]
chr1	10382012	10382014	[Eo]
chr1	11726344	11726346	[Eo]
chr1	11726382	11726384	[Eo]
chr1	11726392	11726394	[Eo]
chr1	11726447	11726449	[Eo]
chr1	11726479	11726481	[Eo]
chr1	11726500	11726502	[Eo]
chr1	11726514	11726516	[Eo]
chr1	11726536	11726538	[Eo]
chr1	11726674	11726676	[Eo]
chr1	11726698	11726700	[Eo]
chr1	11726726	11726728	[Eo]
chr1	35912074	35912076	[Eo]
chr1	35912078	35912080	[Eo]
chr1	35912082	35912084	[Eo]
chr1	35912084	35912086	[Eo]
chr1	35912094	35912096	[Eo]
chr1	35912096	35912098	[Eo]
chr1	35912122	35912124	[Eo]
chr1	35912131	35912133	[Eo]
chr1	35912152	35912154	[Eo]
chr1	42373454	42373456	[Eo]
chr1	42373463	42373465	[Eo]
chr1	42373475	42373477	[Eo]
chr1	42373479	42373481	[Eo]
chr1	42373564	42373566	[Eo]
chr1	42373624	42373626	[Eo]
chr1	42373700	42373702	[Eo]
chr1	42373756	42373758	[Eo]
chr1	93505149	93505151	[Eo]
chr1	93505171	93505173	[Eo]
chr1	93505173	93505175	[Eo]
chr1	93505196	93505198	[Eo]
chr1	93505234	93505236	[Eo]
chr1	93505240	93505242	[Eo]
chr1	93505312	93505314	[Eo]
chr1	93505330	93505332	[Eo]
chr1	93505405	93505407	[Eo]
chr1	93505418	93505420	[Eo]
chr1	160327467	160327469	[Eo]
chr1	160327482	160327484	[Eo]
chr1	160327487	160327489	[Eo]
chr1	160327489	160327491	[Eo]
chr1	160327536	160327538	[Eo]
chr1	160327552	160327554	[Eo]
chr1	160327584	160327586	[Eo]
chr10	12292558	12292560	[Eo]
chr10	12292618	12292620	[Eo]
chr10	12292756	12292758	[Eo]
chr10	12292862	12292864	[Eo]
chr10	12292891	12292893	[Eo]
chr10	12292908	12292910	[Eo]
chr10	12292919	12292921	[Eo]
chr10	113665573	113665575	[Eo]
chr10	113665652	113665654	[Eo]
chr10	113665744	113665746	[Eo]
chr10	113665793	113665795	[Eo]
chr10	113665833	113665835	[Eo]
chr10	113665841	113665843	[Eo]
chr10	113666120	113666122	[Eo]
chr10	113666139	113666141	[Eo]
chr10	132325910	132325912	[Eo]
chr10	132325921	132325923	[Eo]
chr10	132325941	132325943	[Eo]
chr10	132325955	132325957	[Eo]
chr10	132325966	132325968	[Eo]
chr10	132326011	132326013	[Eo]
chr10	132326018	132326020	[Eo]
chr10	132326038	132326040	[Eo]
chr10	132326113	132326115	[Eo]
chr11	59757663	59757665	[Eo]
chr11	59757687	59757689	[Eo]
chr11	59757743	59757745	[Eo]
chr11	59757939	59757941	[Eo]
chr11	59757959	59757961	[Eo]
chr11	59757975	59757977	[Eo]
chr11	61265406	61265408	[Eo]
chr11	61265432	61265434	[Eo]
chr11	61265449	61265451	[Eo]
chr11	61265496	61265498	[Eo]
chr11	61265535	61265537	[Eo]
chr11	61265560	61265562	[Eo]
chr11	61265603	61265605	[Eo]
chr11	61265630	61265632	[Eo]
chr12	117005276	117005278	[Eo]
chr12	117005328	117005330	[Eo]
chr12	117005537	117005539	[Eo]
chr12	117005584	117005586	[Eo]
chr12	117005620	117005622	[Eo]
chr12	117005630	117005632	[Eo]
chr12	117005637	117005639	[Eo]
chr14	69240746	69240748	[Eo]
chr14	69240841	69240843	[Eo]
chr14	69240910	69240912	[Eo]
chr14	69240950	69240952	[Eo]
chr14	69240974	69240976	[Eo]
chr14	69240980	69240982	[Eo]
chr14	69241061	69241063	[Eo]
chr14	69241069	69241071	[Eo]
chr14	100143832	100143834	[Eo]
chr14	100143848	100143850	[Eo]
chr14	100143850	100143852	[Eo]
chr14	100143863	100143865	[Eo]
chr14	100143939	100143941	[Eo]
chr14	100143957	100143959	[Eo]
chr14	100144016	100144018	[Eo]
chr14	100144043	100144045	[Eo]
chr14	100144069	100144071	[Eo]
chr14	100144078	100144080	[Eo]
chr14	100144090	100144092	[Eo]
chr14	100144100	100144102	[Eo]
chr14	100144108	100144110	[Eo]
chr14	100144113	100144115	[Eo]
chr14	100144126	100144128	[Eo]
chr14	100144150	100144152	[Eo]
chr14	100144159	100144161	[Eo]
chr14	100144193	100144195	[Eo]
chr14	100144220	100144222	[Eo]
chr14	100144232	100144234	[Eo]
chr14	100144240	100144242	[Eo]
chr14	100144254	100144256	[Eo]
chr14	100144269	100144271	[Eo]
chr14	100144274	100144276	[Eo]
chr14	100144307	100144309	[Eo]
chr14	100144315	100144317	[Eo]
chr14	100144329	100144331	[Eo]
chr14	102734504	102734506	[Eo]
chr14	102734554	102734556	[Eo]
chr14	102734566	102734568	[Eo]
chr14	102734580	102734582	[Eo]
chr14	102734592	102734594	[Eo]
chr14	102734768	102734770	[Eo]
chr14	102734781	102734783	[Eo]
chr14	102734789	102734791	[Eo]
chr15	39801584	39801586	[Eo]
chr15	39801588	39801590	[Eo]
chr15	39801645	39801647	[Eo]
chr15	39801648	39801650	[Eo]
chr15	39801657	39801659	[Eo]
chr15	39801696	39801698	[Eo]
chr15	39801784	39801786	[Eo]
chr15	39801820	39801822	[Eo]
chr15	39801841	39801843	[Eo]
chr15	45069410	45069412	[Eo]
chr15	45069428	45069430	[Eo]
chr15	45069451	45069453	[Eo]
chr15	45069460	45069462	[Eo]
chr15	45069488	45069490	[Eo]
chr15	45069516	45069518	[Eo]
chr15	45069589	45069591	[Eo]
chr15	79316784	79316786	[Eo]
chr15	79316802	79316804	[Eo]
chr15	79317054	79317056	[Eo]
chr15	79317076	79317078	[Eo]
chr15	79317127	79317129	[Eo]
chr15	79317195	79317197	[Eo]
chr15	79317217	79317219	[Eo]
chr15	79317222	79317224	[Eo]
chr15	79317239	79317241	[Eo]
chr15	101220854	101220856	[Eo]
chr15	101220904	101220906	[Eo]
chr15	101220914	101220916	[Eo]
chr15	101220929	101220931	[Eo]
chr15	101220933	101220935	[Eo]
chr15	101220975	101220977	[Eo]
chr15	101221000	101221002	[Eo]
chr15	101221004	101221006	[Eo]
chr15	101221076	101221078	[Eo]
chr16	11635214	11635216	[Eo]
chr16	11635274	11635276	[Eo]
chr16	11635292	11635294	[Eo]
chr16	11635300	11635302	[Eo]
chr16	11635320	11635322	[Eo]
chr16	11635328	11635330	[Eo]
chr16	23444901	23444903	[Eo]
chr16	23445073	23445075	[Eo]
chr16	23445076	23445078	[Eo]
chr16	23445083	23445085	[Eo]
chr16	23445115	23445117	[Eo]
chr16	23445174	23445176	[Eo]
chr16	28204668	28204670	[Eo]
chr16	28204685	28204687	[Eo]
chr16	28204716	28204718	[Eo]
chr16	28204755	28204757	[Eo]
chr16	28204766	28204768	[Eo]
chr16	28204921	28204923	[Eo]
chr16	85773028	85773030	[Eo]
chr16	85773040	85773042	[Eo]
chr16	85773069	85773071	[Eo]
chr16	85773152	85773154	[Eo]
chr16	85773184	85773186	[Eo]
chr16	85773328	85773330	[Eo]
chr16	85773335	85773337	[Eo]
chr16	85773341	85773343	[Eo]
chr17	2383623	2383625	[Eo]
chr17	2383713	2383715	[Eo]
chr17	2383730	2383732	[Eo]
chr17	2383870	2383872	[Eo]
chr17	2383894	2383896	[Eo]
chr17	2383918	2383920	[Eo]
chr17	2383921	2383923	[Eo]
chr17	2383930	2383932	[Eo]
chr17	2383941	2383943	[Eo]
chr17	2383971	2383973	[Eo]
chr17	2383989	2383991	[Eo]
chr17	31702544	31702546	[Eo]
chr17	31702583	31702585	[Eo]
chr17	31702607	31702609	[Eo]
chr17	31702704	31702706	[Eo]
chr17	31702735	31702737	[Eo]
chr17	31702753	31702755	[Eo]
chr17	31702762	31702764	[Eo]
chr17	31703027	31703029	[Eo]
chr17	42207569	42207571	[Eo]
chr17	42207616	42207618	[Eo]
chr17	42207629	42207631	[Eo]
chr17	42207658	42207660	[Eo]
chr17	42207662	42207664	[Eo]
chr17	42207673	42207675	[Eo]
chr17	50448686	50448688	[Eo]
chr17	50448857	50448859	[Eo]
chr17	50449140	50449142	[Eo]
chr17	50449148	50449150	[Eo]
chr17	50449160	50449162	[Eo]
chr17	50449235	50449237	[Eo]
chr17	50449267	50449269	[Eo]
chr17	50449311	50449313	[Eo]
chr17	50449434	50449436	[Eo]
chr17	50449464	50449466	[Eo]
chr17	50449466	50449468	[Eo]
chr17	50449472	50449474	[Eo]
chr17	50929002	50929004	[Eo]
chr17	50929255	50929257	[Eo]
chr17	50929261	50929263	[Eo]
chr17	50929290	50929292	[Eo]
chr17	50929297	50929299	[Eo]
chr17	50929299	50929301	[Eo]
chr17	50929377	50929379	[Eo]
chr17	50929420	50929422	[Eo]
chr17	58193435	58193437	[Eo]
chr17	58193461	58193463	[Eo]
chr17	58193466	58193468	[Eo]
chr17	58193521	58193523	[Eo]
chr17	58193526	58193528	[Eo]
chr17	58193568	58193570	[Eo]
chr17	58193736	58193738	[Eo]
chr17	58193769	58193771	[Eo]
chr17	58193780	58193782	[Eo]
chr17	58193784	58193786	[Eo]
chr17	58193792	58193794	[Eo]
chr17	58193802	58193804	[Eo]
chr17	58193817	58193819	[Eo]
chr17	58193834	58193836	[Eo]
chr17	58193838	58193840	[Eo]
chr17	58193843	58193845	[Eo]
chr17	58194002	58194004	[Eo]
chr17	58194013	58194015	[Eo]
chr17	58194016	58194018	[Eo]
chr17	58194036	58194038	[Eo]
chr17	58194046	58194048	[Eo]
chr17	58194068	58194070	[Eo]
chr17	58194138	58194140	[Eo]
chr17	58194165	58194167	[Eo]
chr17	58194281	58194283	[Eo]
chr17	58194938	58194940	[Eo]
chr17	58194966	58194968	[Eo]
chr17	58194990	58194992	[Eo]
chr17	58195016	58195018	[Eo]
chr17	58195020	58195022	[Eo]
chr17	58195026	58195028	[Eo]
chr17	58195084	58195086	[Eo]
chr17	58195093	58195095	[Eo]
chr17	58195118	58195120	[Eo]
chr17	58205943	58205945	[Eo]
chr17	58205981	58205983	[Eo]
chr17	58206117	58206119	[Eo]
chr17	58206130	58206132	[Eo]
chr17	58206145	58206147	[Eo]
chr17	58206148	58206150	[Eo]
chr17	58206151	58206153	[Eo]
chr17	58206157	58206159	[Eo]
chr17	58206160	58206162	[Eo]
chr17	58206326	58206328	[Eo]
chr17	58206341	58206343	[Eo]
chr17	58206364	58206366	[Eo]
chr17	58206406	58206408	[Eo]
chr17	58206488	58206490	[Eo]
chr17	58206518	58206520	[Eo]
chr17	58206530	58206532	[Eo]
chr17	58206539	58206541	[Eo]
chr17	82112313	82112315	[Eo]
chr17	82112350	82112352	[Eo]
chr17	82112438	82112440	[Eo]
chr17	82112444	82112446	[Eo]
chr17	82112598	82112600	[Eo]
chr17	82112619	82112621	[Eo]
chr17	82112661	82112663	[Eo]
chr17	82112707	82112709	[Eo]
chr17	82112721	82112723	[Eo]
chr17	82112787	82112789	[Eo]
chr17	82112805	82112807	[Eo]
chr17	82112811	82112813	[Eo]
chr17	82112823	82112825	[Eo]
chr17	82112841	82112843	[Eo]
chr18	12410758	12410760	[Eo]
chr18	12410789	12410791	[Eo]
chr18	12410820	12410822	[Eo]
chr18	12410840	12410842	[Eo]
chr18	12410852	12410854	[Eo]
chr18	12411060	12411062	[Eo]
chr18	12411119	12411121	[Eo]
chr18	12411141	12411143	[Eo]
chr19	14688474	14688476	[Eo]
chr19	14688503	14688505	[Eo]
chr19	14688506	14688508	[Eo]
chr19	14688533	14688535	[Eo]
chr19	14688543	14688545	[Eo]
chr19	14688545	14688547	[Eo]
chr19	14688549	14688551	[Eo]
chr19	47668251	47668253	[Eo]
chr19	47668274	47668276	[Eo]
chr19	47668282	47668284	[Eo]
chr19	47668298	47668300	[Eo]
chr19	47668319	47668321	[Eo]
chr19	47668439	47668441	[Eo]
chr19	47668508	47668510	[Eo]
chr19	47668549	47668551	[Eo]
chr19	47668555	47668557	[Eo]
chr2	25871400	25871402	[Eo]
chr2	25871653	25871655	[Eo]
chr2	25871659	25871661	[Eo]
chr2	25871667	25871669	[Eo]
chr2	25871676	25871678	[Eo]
